region1,region2,ratio,common,first
Finland,USSR-kirgiz,0,0,0
USSR-kirgiz,Finland,0,0,0
Finland,USSR-lett,0.022727272727272728,1,1
USSR-lett,Finland,0.037037037037037035,1,0
Finland,USSR-litván,0.06818181818181818,3,2
USSR-litván,Finland,0.08333333333333333,3,1
Finland,USSR-moldva,0.045454545454545456,2,2
USSR-moldva,Finland,0.25,2,0
Finland,USSR-orosz,0.13636363636363635,6,4
USSR-orosz,Finland,0.028985507246376812,6,2
Finland,USSR-tadzsik,0,0,0
USSR-tadzsik,Finland,0,0,0
Finland,USSR-türkmén,0,0,0
USSR-türkmén,Finland,0,0,0
Finland,USSR-udmurt,0,0,0
USSR-udmurt,Finland,0,0,0
Finland,USSR-ukrán,0.06818181818181818,3,2
USSR-ukrán,Finland,0.05357142857142857,3,1
Finland,USSR-észt,0.13636363636363635,6,4
USSR-észt,Finland,0.2,6,2
Finland,USSR-örmény,0.022727272727272728,1,1
USSR-örmény,Finland,0.0625,1,0
Finland,USSR-üzbég,0,0,0
USSR-üzbég,Finland,0,0,0
Finland,Venezuela,0,0,0
Venezuela,Finland,0,0,0
Finland,Vietnam,0.022727272727272728,1,0
Vietnam,Finland,0.3333333333333333,1,1
Finland,Yugoslavia,0.3409090909090909,15,9
Yugoslavia,Finland,0.1171875,15,6
France,France,NA,NA,NA
France,GDR,0.3333333333333333,31,19.5
GDR,France,0.12350597609561753,31,11.5
France,Greece,0.010752688172043012,1,1
Greece,France,0.25,1,0
France,Hungary,0.12903225806451613,12,6.5
Hungary,France,0.08275862068965517,12,5.5
France,India,0,0,0
India,France,0,0,0
France,Iran,0.010752688172043012,1,1
Iran,France,0.3333333333333333,1,0
France,Israel,0.06451612903225806,6,4
Israel,France,0.21428571428571427,6,2
France,Italy,0.20430107526881722,19,15.5
Italy,France,0.31666666666666665,19,3.5
France,Japan,0.07526881720430108,7,7
Japan,France,0.4117647058823529,7,0
France,Malaysia,0,0,0
Malaysia,France,0,0,0
France,Mexico,0.010752688172043012,1,0
Mexico,France,0.5,1,1
France,Mongolia,0,0,0
Mongolia,France,0,0,0
France,Netherlands,0.10752688172043011,10,8
Netherlands,France,0.22727272727272727,10,2
France,Norway,0.08602150537634409,8,4
Norway,France,0.4,8,4
France,Poland,0.3333333333333333,31,15
Poland,France,0.13596491228070176,31,16
France,Portugal,0.021505376344086023,2,2
Portugal,France,0.5,2,0
France,Romania,0.20430107526881722,19,14
Romania,France,0.11949685534591195,19,5
France,Singapore,0,0,0
Singapore,France,0,0,0
France,South Korea,0,0,0
South Korea,France,0,0,0
France,Spain,0.17204301075268819,16,12
Spain,France,0.23529411764705882,16,4
France,Sweden,0.22580645161290322,21,13.5
Sweden,France,0.4772727272727273,21,7.5
France,Switzerland,0.043010752688172046,4,3
Switzerland,France,0.17391304347826086,4,1
France,Turkey,0.043010752688172046,4,4
Turkey,France,0.12903225806451613,4,0
France,UK,0.12903225806451613,12,10
UK,France,0.375,12,2
France,USA,0.1827956989247312,17,12.5
USA,France,0.4473684210526316,17,4.5
France,USSR-altaji,0,0,0
USSR-altaji,France,0,0,0
France,USSR-azerbajdzsán,0.010752688172043012,1,1
USSR-azerbajdzsán,France,0.14285714285714285,1,0
France,USSR-csuvas,0,0,0
USSR-csuvas,France,0,0,0
France,USSR-fehérorosz,0.010752688172043012,1,1
USSR-fehérorosz,France,0.16666666666666666,1,0
France,USSR-finn,0,0,0
USSR-finn,France,0,0,0
France,USSR-grúz,0.053763440860215055,5,4
USSR-grúz,France,0.19230769230769232,5,1
France,USSR-kazah,0,0,0
USSR-kazah,France,0,0,0
France,USSR-kirgiz,0.010752688172043012,1,1
USSR-kirgiz,France,0.3333333333333333,1,0
France,USSR-lett,0.043010752688172046,4,4
USSR-lett,France,0.14814814814814814,4,0
France,USSR-litván,0.053763440860215055,5,3
USSR-litván,France,0.1388888888888889,5,2
France,USSR-moldva,0.03225806451612903,3,3
USSR-moldva,France,0.375,3,0
France,USSR-orosz,0.17204301075268819,16,10.5
USSR-orosz,France,0.07729468599033816,16,5.5
France,USSR-tadzsik,0,0,0
USSR-tadzsik,France,0,0,0
France,USSR-türkmén,0.010752688172043012,1,1
USSR-türkmén,France,0.25,1,0
France,USSR-udmurt,0,0,0
USSR-udmurt,France,0,0,0
France,USSR-ukrán,0.053763440860215055,5,3
USSR-ukrán,France,0.08928571428571429,5,2
France,USSR-észt,0.07526881720430108,7,5
USSR-észt,France,0.23333333333333334,7,2
France,USSR-örmény,0.021505376344086023,2,2
USSR-örmény,France,0.125,2,0
France,USSR-üzbég,0.010752688172043012,1,1
USSR-üzbég,France,0.125,1,0
France,Venezuela,0.021505376344086023,2,1
Venezuela,France,1,2,1
France,Vietnam,0.010752688172043012,1,1
Vietnam,France,0.3333333333333333,1,0
France,Yugoslavia,0.2903225806451613,27,17
Yugoslavia,France,0.2109375,27,10
GDR,GDR,NA,NA,NA
GDR,Greece,0.00398406374501992,1,1
Greece,GDR,0.25,1,0
GDR,Hungary,0.16733067729083664,42,21
Hungary,GDR,0.2896551724137931,42,21
GDR,India,0,0,0
India,GDR,0,0,0
GDR,Iran,0.00796812749003984,2,1.5
Iran,GDR,0.6666666666666666,2,0.5
GDR,Israel,0.01195219123505976,3,2
Israel,GDR,0.10714285714285714,3,1
GDR,Italy,0.06772908366533864,17,6
Italy,GDR,0.2833333333333333,17,11
GDR,Japan,0.0199203187250996,5,4
Japan,GDR,0.29411764705882354,5,1
GDR,Malaysia,0,0,0
Malaysia,GDR,0,0,0
GDR,Mexico,0.00398406374501992,1,1
Mexico,GDR,0.5,1,0
GDR,Mongolia,0.00796812749003984,2,1
Mongolia,GDR,0.6666666666666666,2,1
GDR,Netherlands,0.0398406374501992,10,5
Netherlands,GDR,0.22727272727272727,10,5
GDR,Norway,0.01593625498007968,4,0
Norway,GDR,0.2,4,4
GDR,Poland,0.2788844621513944,70,34
Poland,GDR,0.30701754385964913,70,36
GDR,Portugal,0.00796812749003984,2,2
Portugal,GDR,0.5,2,0
GDR,Romania,0.14741035856573706,37,20
Romania,GDR,0.23270440251572327,37,17
GDR,Singapore,0,0,0
Singapore,GDR,0,0,0
GDR,South Korea,0,0,0
South Korea,GDR,0,0,0
GDR,Spain,0.055776892430278883,14,5.5
Spain,GDR,0.20588235294117646,14,8.5
GDR,Sweden,0.06374501992031872,16,9
Sweden,GDR,0.36363636363636365,16,7
GDR,Switzerland,0.0199203187250996,5,1.5
Switzerland,GDR,0.21739130434782608,5,3.5
GDR,Turkey,0.0199203187250996,5,3
Turkey,GDR,0.16129032258064516,5,2
GDR,UK,0.0398406374501992,10,4.5
UK,GDR,0.3125,10,5.5
GDR,USA,0.03187250996015936,8,2
USA,GDR,0.21052631578947367,8,6
GDR,USSR-altaji,0.00398406374501992,1,1
USSR-altaji,GDR,1,1,0
GDR,USSR-azerbajdzsán,0.01593625498007968,4,2.5
USSR-azerbajdzsán,GDR,0.5714285714285714,4,1.5
GDR,USSR-csuvas,0.00398406374501992,1,0.5
USSR-csuvas,GDR,1,1,0.5
GDR,USSR-fehérorosz,0.00796812749003984,2,2
USSR-fehérorosz,GDR,0.3333333333333333,2,0
GDR,USSR-finn,0.00398406374501992,1,1
USSR-finn,GDR,1,1,0
GDR,USSR-grúz,0.05179282868525897,13,11
USSR-grúz,GDR,0.5,13,2
GDR,USSR-kazah,0.0199203187250996,5,5
USSR-kazah,GDR,0.625,5,0
GDR,USSR-kirgiz,0.00398406374501992,1,1
USSR-kirgiz,GDR,0.3333333333333333,1,0
GDR,USSR-lett,0.05179282868525897,13,12
USSR-lett,GDR,0.48148148148148145,13,1
GDR,USSR-litván,0.06772908366533864,17,13.5
USSR-litván,GDR,0.4722222222222222,17,3.5
GDR,USSR-moldva,0.0199203187250996,5,3.5
USSR-moldva,GDR,0.625,5,1.5
GDR,USSR-orosz,0.250996015936255,63,38
USSR-orosz,GDR,0.30434782608695654,63,25
GDR,USSR-tadzsik,0.00796812749003984,2,2
USSR-tadzsik,GDR,0.4,2,0
GDR,USSR-türkmén,0.01593625498007968,4,4
USSR-türkmén,GDR,1,4,0
GDR,USSR-udmurt,0.00398406374501992,1,1
USSR-udmurt,GDR,1,1,0
GDR,USSR-ukrán,0.09163346613545817,23,13.5
USSR-ukrán,GDR,0.4107142857142857,23,9.5
GDR,USSR-észt,0.04780876494023904,12,6
USSR-észt,GDR,0.4,12,6
GDR,USSR-örmény,0.03187250996015936,8,6.5
USSR-örmény,GDR,0.5,8,1.5
GDR,USSR-üzbég,0.0199203187250996,5,5
USSR-üzbég,GDR,0.625,5,0
GDR,Venezuela,0.00398406374501992,1,0
Venezuela,GDR,0.5,1,1
GDR,Vietnam,0.01195219123505976,3,3
Vietnam,GDR,1,3,0
GDR,Yugoslavia,0.11952191235059761,30,12
Yugoslavia,GDR,0.234375,30,18
Greece,Greece,NA,NA,NA
Greece,Hungary,0.5,2,0
Hungary,Greece,0.013793103448275862,2,2
Greece,India,0,0,0
India,Greece,0,0,0
Greece,Iran,0,0,0
Iran,Greece,0,0,0
Greece,Israel,0.25,1,1
Israel,Greece,0.03571428571428571,1,0
Greece,Italy,0.5,2,0
Italy,Greece,0.03333333333333333,2,2
Greece,Japan,0,0,0
Japan,Greece,0,0,0
Greece,Malaysia,0,0,0
Malaysia,Greece,0,0,0
Greece,Mexico,0,0,0
Mexico,Greece,0,0,0
Greece,Mongolia,0,0,0
Mongolia,Greece,0,0,0
Greece,Netherlands,0.25,1,0
Netherlands,Greece,0.022727272727272728,1,1
Greece,Norway,0.25,1,0
Norway,Greece,0.05,1,1
Greece,Poland,0.5,2,0
Poland,Greece,0.008771929824561403,2,2
Greece,Portugal,0,0,0
Portugal,Greece,0,0,0
Greece,Romania,0.5,2,0
Romania,Greece,0.012578616352201259,2,2
Greece,Singapore,0,0,0
Singapore,Greece,0,0,0
Greece,South Korea,0,0,0
South Korea,Greece,0,0,0
Greece,Spain,0.25,1,0
Spain,Greece,0.014705882352941176,1,1
Greece,Sweden,0,0,0
Sweden,Greece,0,0,0
Greece,Switzerland,0,0,0
Switzerland,Greece,0,0,0
Greece,Turkey,0,0,0
Turkey,Greece,0,0,0
Greece,UK,0,0,0
UK,Greece,0,0,0
Greece,USA,0,0,0
USA,Greece,0,0,0
Greece,USSR-altaji,0,0,0
USSR-altaji,Greece,0,0,0
Greece,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Greece,0,0,0
Greece,USSR-csuvas,0,0,0
USSR-csuvas,Greece,0,0,0
Greece,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Greece,0,0,0
Greece,USSR-finn,0,0,0
USSR-finn,Greece,0,0,0
Greece,USSR-grúz,0,0,0
USSR-grúz,Greece,0,0,0
Greece,USSR-kazah,0,0,0
USSR-kazah,Greece,0,0,0
Greece,USSR-kirgiz,0,0,0
USSR-kirgiz,Greece,0,0,0
Greece,USSR-lett,0,0,0
USSR-lett,Greece,0,0,0
Greece,USSR-litván,0.25,1,0
USSR-litván,Greece,0.027777777777777776,1,1
Greece,USSR-moldva,0,0,0
USSR-moldva,Greece,0,0,0
Greece,USSR-orosz,0.75,3,0
USSR-orosz,Greece,0.014492753623188406,3,3
Greece,USSR-tadzsik,0,0,0
USSR-tadzsik,Greece,0,0,0
Greece,USSR-türkmén,0,0,0
USSR-türkmén,Greece,0,0,0
Greece,USSR-udmurt,0,0,0
USSR-udmurt,Greece,0,0,0
Greece,USSR-ukrán,0.25,1,0
USSR-ukrán,Greece,0.017857142857142856,1,1
Greece,USSR-észt,0.25,1,0
USSR-észt,Greece,0.03333333333333333,1,1
Greece,USSR-örmény,0,0,0
USSR-örmény,Greece,0,0,0
Greece,USSR-üzbég,0,0,0
USSR-üzbég,Greece,0,0,0
Greece,Venezuela,0,0,0
Venezuela,Greece,0,0,0
Greece,Vietnam,0.25,1,0
Vietnam,Greece,0.3333333333333333,1,1
Greece,Yugoslavia,0.5,2,0
Yugoslavia,Greece,0.015625,2,2
Hungary,Hungary,NA,NA,NA
Hungary,India,0,0,0
India,Hungary,0,0,0
Hungary,Iran,0,0,0
Iran,Hungary,0,0,0
Hungary,Israel,0.041379310344827586,6,2
Israel,Hungary,0.21428571428571427,6,4
Hungary,Italy,0.05517241379310345,8,4
Italy,Hungary,0.13333333333333333,8,4
Hungary,Japan,0.027586206896551724,4,4
Japan,Hungary,0.23529411764705882,4,0
Hungary,Malaysia,0,0,0
Malaysia,Hungary,0,0,0
Hungary,Mexico,0,0,0
Mexico,Hungary,0,0,0
Hungary,Mongolia,0.006896551724137931,1,1
Mongolia,Hungary,0.3333333333333333,1,0
Hungary,Netherlands,0.04827586206896552,7,4
Netherlands,Hungary,0.1590909090909091,7,3
Hungary,Norway,0.020689655172413793,3,3
Norway,Hungary,0.15,3,0
Hungary,Poland,0.27586206896551724,40,25.5
Poland,Hungary,0.17543859649122806,40,14.5
Hungary,Portugal,0.006896551724137931,1,1
Portugal,Hungary,0.25,1,0
Hungary,Romania,0.16551724137931034,24,11.5
Romania,Hungary,0.1509433962264151,24,12.5
Hungary,Singapore,0,0,0
Singapore,Hungary,0,0,0
Hungary,South Korea,0,0,0
South Korea,Hungary,0,0,0
Hungary,Spain,0.027586206896551724,4,0
Spain,Hungary,0.058823529411764705,4,4
Hungary,Sweden,0.034482758620689655,5,3
Sweden,Hungary,0.11363636363636363,5,2
Hungary,Switzerland,0.020689655172413793,3,0
Switzerland,Hungary,0.13043478260869565,3,3
Hungary,Turkey,0.041379310344827586,6,3
Turkey,Hungary,0.1935483870967742,6,3
Hungary,UK,0.04827586206896552,7,4.5
UK,Hungary,0.21875,7,2.5
Hungary,USA,0.027586206896551724,4,3
USA,Hungary,0.10526315789473684,4,1
Hungary,USSR-altaji,0,0,0
USSR-altaji,Hungary,0,0,0
Hungary,USSR-azerbajdzsán,0.006896551724137931,1,1
USSR-azerbajdzsán,Hungary,0.14285714285714285,1,0
Hungary,USSR-csuvas,0,0,0
USSR-csuvas,Hungary,0,0,0
Hungary,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Hungary,0,0,0
Hungary,USSR-finn,0,0,0
USSR-finn,Hungary,0,0,0
Hungary,USSR-grúz,0.05517241379310345,8,8
USSR-grúz,Hungary,0.3076923076923077,8,0
Hungary,USSR-kazah,0.013793103448275862,2,1
USSR-kazah,Hungary,0.25,2,1
Hungary,USSR-kirgiz,0,0,0
USSR-kirgiz,Hungary,0,0,0
Hungary,USSR-lett,0.05517241379310345,8,6
USSR-lett,Hungary,0.2962962962962963,8,2
Hungary,USSR-litván,0.0896551724137931,13,8
USSR-litván,Hungary,0.3611111111111111,13,5
Hungary,USSR-moldva,0.020689655172413793,3,1
USSR-moldva,Hungary,0.375,3,2
Hungary,USSR-orosz,0.2206896551724138,32,18
USSR-orosz,Hungary,0.15458937198067632,32,14
Hungary,USSR-tadzsik,0,0,0
USSR-tadzsik,Hungary,0,0,0
Hungary,USSR-türkmén,0.013793103448275862,2,2
USSR-türkmén,Hungary,0.5,2,0
Hungary,USSR-udmurt,0,0,0
USSR-udmurt,Hungary,0,0,0
Hungary,USSR-ukrán,0.09655172413793103,14,9
USSR-ukrán,Hungary,0.25,14,5
Hungary,USSR-észt,0.06206896551724138,9,5.5
USSR-észt,Hungary,0.3,9,3.5
Hungary,USSR-örmény,0.04827586206896552,7,5.5
USSR-örmény,Hungary,0.4375,7,1.5
Hungary,USSR-üzbég,0.034482758620689655,5,5
USSR-üzbég,Hungary,0.625,5,0
Hungary,Venezuela,0,0,0
Venezuela,Hungary,0,0,0
Hungary,Vietnam,0.020689655172413793,3,3
Vietnam,Hungary,1,3,0
Hungary,Yugoslavia,0.16551724137931034,24,12
Yugoslavia,Hungary,0.1875,24,12
India,India,NA,NA,NA
India,Iran,0,0,0
Iran,India,0,0,0
India,Israel,0,0,0
Israel,India,0,0,0
India,Italy,0,0,0
Italy,India,0,0,0
India,Japan,0,0,0
Japan,India,0,0,0
India,Malaysia,0,0,0
Malaysia,India,0,0,0
India,Mexico,0,0,0
Mexico,India,0,0,0
India,Mongolia,0,0,0
Mongolia,India,0,0,0
India,Netherlands,0,0,0
Netherlands,India,0,0,0
India,Norway,0,0,0
Norway,India,0,0,0
India,Poland,0,0,0
Poland,India,0,0,0
India,Portugal,0,0,0
Portugal,India,0,0,0
India,Romania,0,0,0
Romania,India,0,0,0
India,Singapore,0,0,0
Singapore,India,0,0,0
India,South Korea,0,0,0
South Korea,India,0,0,0
India,Spain,0,0,0
Spain,India,0,0,0
India,Sweden,0,0,0
Sweden,India,0,0,0
India,Switzerland,0,0,0
Switzerland,India,0,0,0
India,Turkey,0,0,0
Turkey,India,0,0,0
India,UK,0,0,0
UK,India,0,0,0
India,USA,1,1,0
USA,India,0.02631578947368421,1,1
India,USSR-altaji,0,0,0
USSR-altaji,India,0,0,0
India,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,India,0,0,0
India,USSR-csuvas,0,0,0
USSR-csuvas,India,0,0,0
India,USSR-fehérorosz,0,0,0
USSR-fehérorosz,India,0,0,0
India,USSR-finn,0,0,0
USSR-finn,India,0,0,0
India,USSR-grúz,0,0,0
USSR-grúz,India,0,0,0
India,USSR-kazah,0,0,0
USSR-kazah,India,0,0,0
India,USSR-kirgiz,0,0,0
USSR-kirgiz,India,0,0,0
India,USSR-lett,0,0,0
USSR-lett,India,0,0,0
India,USSR-litván,0,0,0
USSR-litván,India,0,0,0
India,USSR-moldva,0,0,0
USSR-moldva,India,0,0,0
India,USSR-orosz,0,0,0
USSR-orosz,India,0,0,0
India,USSR-tadzsik,0,0,0
USSR-tadzsik,India,0,0,0
India,USSR-türkmén,0,0,0
USSR-türkmén,India,0,0,0
India,USSR-udmurt,0,0,0
USSR-udmurt,India,0,0,0
India,USSR-ukrán,0,0,0
USSR-ukrán,India,0,0,0
India,USSR-észt,0,0,0
USSR-észt,India,0,0,0
India,USSR-örmény,0,0,0
USSR-örmény,India,0,0,0
India,USSR-üzbég,0,0,0
USSR-üzbég,India,0,0,0
India,Venezuela,0,0,0
Venezuela,India,0,0,0
India,Vietnam,0,0,0
Vietnam,India,0,0,0
India,Yugoslavia,1,1,0
Yugoslavia,India,0.0078125,1,1
Iran,Iran,NA,NA,NA
Iran,Israel,0,0,0
Israel,Iran,0,0,0
Iran,Italy,0.3333333333333333,1,0.5
Italy,Iran,0.016666666666666666,1,0.5
Iran,Japan,0,0,0
Japan,Iran,0,0,0
Iran,Malaysia,0,0,0
Malaysia,Iran,0,0,0
Iran,Mexico,0,0,0
Mexico,Iran,0,0,0
Iran,Mongolia,0,0,0
Mongolia,Iran,0,0,0
Iran,Netherlands,0,0,0
Netherlands,Iran,0,0,0
Iran,Norway,0,0,0
Norway,Iran,0,0,0
Iran,Poland,0.3333333333333333,1,0.5
Poland,Iran,0.0043859649122807015,1,0.5
Iran,Portugal,0,0,0
Portugal,Iran,0,0,0
Iran,Romania,0.3333333333333333,1,1
Romania,Iran,0.006289308176100629,1,0
Iran,Singapore,0,0,0
Singapore,Iran,0,0,0
Iran,South Korea,0,0,0
South Korea,Iran,0,0,0
Iran,Spain,0,0,0
Spain,Iran,0,0,0
Iran,Sweden,0,0,0
Sweden,Iran,0,0,0
Iran,Switzerland,0,0,0
Switzerland,Iran,0,0,0
Iran,Turkey,0,0,0
Turkey,Iran,0,0,0
Iran,UK,0,0,0
UK,Iran,0,0,0
Iran,USA,0,0,0
USA,Iran,0,0,0
Iran,USSR-altaji,0,0,0
USSR-altaji,Iran,0,0,0
Iran,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Iran,0,0,0
Iran,USSR-csuvas,0,0,0
USSR-csuvas,Iran,0,0,0
Iran,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Iran,0,0,0
Iran,USSR-finn,0,0,0
USSR-finn,Iran,0,0,0
Iran,USSR-grúz,0,0,0
USSR-grúz,Iran,0,0,0
Iran,USSR-kazah,0,0,0
USSR-kazah,Iran,0,0,0
Iran,USSR-kirgiz,0,0,0
USSR-kirgiz,Iran,0,0,0
Iran,USSR-lett,0,0,0
USSR-lett,Iran,0,0,0
Iran,USSR-litván,0,0,0
USSR-litván,Iran,0,0,0
Iran,USSR-moldva,0,0,0
USSR-moldva,Iran,0,0,0
Iran,USSR-orosz,0.3333333333333333,1,1
USSR-orosz,Iran,0.004830917874396135,1,0
Iran,USSR-tadzsik,0,0,0
USSR-tadzsik,Iran,0,0,0
Iran,USSR-türkmén,0,0,0
USSR-türkmén,Iran,0,0,0
Iran,USSR-udmurt,0,0,0
USSR-udmurt,Iran,0,0,0
Iran,USSR-ukrán,0,0,0
USSR-ukrán,Iran,0,0,0
Iran,USSR-észt,0,0,0
USSR-észt,Iran,0,0,0
Iran,USSR-örmény,0,0,0
USSR-örmény,Iran,0,0,0
Iran,USSR-üzbég,0,0,0
USSR-üzbég,Iran,0,0,0
Iran,Venezuela,0,0,0
Venezuela,Iran,0,0,0
Iran,Vietnam,0,0,0
Vietnam,Iran,0,0,0
Iran,Yugoslavia,0,0,0
Yugoslavia,Iran,0,0,0
Israel,Israel,NA,NA,NA
Israel,Italy,0.14285714285714285,4,2
Italy,Israel,0.06666666666666667,4,2
Israel,Japan,0,0,0
Japan,Israel,0,0,0
Israel,Malaysia,0,0,0
Malaysia,Israel,0,0,0
Israel,Mexico,0,0,0
Mexico,Israel,0,0,0
Israel,Mongolia,0,0,0
Mongolia,Israel,0,0,0
Israel,Netherlands,0.10714285714285714,3,1
Netherlands,Israel,0.06818181818181818,3,2
Israel,Norway,0.07142857142857142,2,1
Norway,Israel,0.1,2,1
Israel,Poland,0.21428571428571427,6,1
Poland,Israel,0.02631578947368421,6,5
Israel,Portugal,0,0,0
Portugal,Israel,0,0,0
Israel,Romania,0.17857142857142858,5,1
Romania,Israel,0.031446540880503145,5,4
Israel,Singapore,0,0,0
Singapore,Israel,0,0,0
Israel,South Korea,0,0,0
South Korea,Israel,0,0,0
Israel,Spain,0.07142857142857142,2,2
Spain,Israel,0.029411764705882353,2,0
Israel,Sweden,0.14285714285714285,4,2
Sweden,Israel,0.09090909090909091,4,2
Israel,Switzerland,0.03571428571428571,1,0
Switzerland,Israel,0.043478260869565216,1,1
Israel,Turkey,0.10714285714285714,3,1
Turkey,Israel,0.0967741935483871,3,2
Israel,UK,0.17857142857142858,5,0
UK,Israel,0.15625,5,5
Israel,USA,0.14285714285714285,4,1
USA,Israel,0.10526315789473684,4,3
Israel,USSR-altaji,0,0,0
USSR-altaji,Israel,0,0,0
Israel,USSR-azerbajdzsán,0.03571428571428571,1,1
USSR-azerbajdzsán,Israel,0.14285714285714285,1,0
Israel,USSR-csuvas,0,0,0
USSR-csuvas,Israel,0,0,0
Israel,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Israel,0,0,0
Israel,USSR-finn,0,0,0
USSR-finn,Israel,0,0,0
Israel,USSR-grúz,0.03571428571428571,1,1
USSR-grúz,Israel,0.038461538461538464,1,0
Israel,USSR-kazah,0,0,0
USSR-kazah,Israel,0,0,0
Israel,USSR-kirgiz,0,0,0
USSR-kirgiz,Israel,0,0,0
Israel,USSR-lett,0.03571428571428571,1,0.5
USSR-lett,Israel,0.037037037037037035,1,0.5
Israel,USSR-litván,0.07142857142857142,2,1
USSR-litván,Israel,0.05555555555555555,2,1
Israel,USSR-moldva,0.03571428571428571,1,1
USSR-moldva,Israel,0.125,1,0
Israel,USSR-orosz,0.14285714285714285,4,2
USSR-orosz,Israel,0.01932367149758454,4,2
Israel,USSR-tadzsik,0,0,0
USSR-tadzsik,Israel,0,0,0
Israel,USSR-türkmén,0,0,0
USSR-türkmén,Israel,0,0,0
Israel,USSR-udmurt,0,0,0
USSR-udmurt,Israel,0,0,0
Israel,USSR-ukrán,0.14285714285714285,4,3
USSR-ukrán,Israel,0.07142857142857142,4,1
Israel,USSR-észt,0.10714285714285714,3,1.5
USSR-észt,Israel,0.1,3,1.5
Israel,USSR-örmény,0.03571428571428571,1,1
USSR-örmény,Israel,0.0625,1,0
Israel,USSR-üzbég,0.03571428571428571,1,1
USSR-üzbég,Israel,0.125,1,0
Israel,Venezuela,0,0,0
Venezuela,Israel,0,0,0
Israel,Vietnam,0,0,0
Vietnam,Israel,0,0,0
Israel,Yugoslavia,0.2857142857142857,8,4
Yugoslavia,Israel,0.0625,8,4
Italy,Italy,NA,NA,NA
Italy,Japan,0.06666666666666667,4,3
Japan,Italy,0.23529411764705882,4,1
Italy,Malaysia,0,0,0
Malaysia,Italy,0,0,0
Italy,Mexico,0.016666666666666666,1,1
Mexico,Italy,0.5,1,0
Italy,Mongolia,0,0,0
Mongolia,Italy,0,0,0
Italy,Netherlands,0.15,9,3.5
Netherlands,Italy,0.20454545454545456,9,5.5
Italy,Norway,0.1,6,3.5
Norway,Italy,0.3,6,2.5
Italy,Poland,0.31666666666666665,19,11.5
Poland,Italy,0.08333333333333333,19,7.5
Italy,Portugal,0.016666666666666666,1,0
Portugal,Italy,0.25,1,1
Italy,Romania,0.2,12,6
Romania,Italy,0.07547169811320754,12,6
Italy,Singapore,0,0,0
Singapore,Italy,0,0,0
Italy,South Korea,0,0,0
South Korea,Italy,0,0,0
Italy,Spain,0.16666666666666666,10,5
Spain,Italy,0.14705882352941177,10,5
Italy,Sweden,0.15,9,5.5
Sweden,Italy,0.20454545454545456,9,3.5
Italy,Switzerland,0.06666666666666667,4,3
Switzerland,Italy,0.17391304347826086,4,1
Italy,Turkey,0.06666666666666667,4,2
Turkey,Italy,0.12903225806451613,4,2
Italy,UK,0.13333333333333333,8,3
UK,Italy,0.25,8,5
Italy,USA,0.16666666666666666,10,4
USA,Italy,0.2631578947368421,10,6
Italy,USSR-altaji,0,0,0
USSR-altaji,Italy,0,0,0
Italy,USSR-azerbajdzsán,0.016666666666666666,1,1
USSR-azerbajdzsán,Italy,0.14285714285714285,1,0
Italy,USSR-csuvas,0,0,0
USSR-csuvas,Italy,0,0,0
Italy,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Italy,0,0,0
Italy,USSR-finn,0,0,0
USSR-finn,Italy,0,0,0
Italy,USSR-grúz,0.05,3,3
USSR-grúz,Italy,0.11538461538461539,3,0
Italy,USSR-kazah,0.03333333333333333,2,1
USSR-kazah,Italy,0.25,2,1
Italy,USSR-kirgiz,0,0,0
USSR-kirgiz,Italy,0,0,0
Italy,USSR-lett,0.05,3,3
USSR-lett,Italy,0.1111111111111111,3,0
Italy,USSR-litván,0.06666666666666667,4,3
USSR-litván,Italy,0.1111111111111111,4,1
Italy,USSR-moldva,0.016666666666666666,1,1
USSR-moldva,Italy,0.125,1,0
Italy,USSR-orosz,0.21666666666666667,13,8
USSR-orosz,Italy,0.06280193236714976,13,5
Italy,USSR-tadzsik,0.016666666666666666,1,1
USSR-tadzsik,Italy,0.2,1,0
Italy,USSR-türkmén,0.016666666666666666,1,1
USSR-türkmén,Italy,0.25,1,0
Italy,USSR-udmurt,0,0,0
USSR-udmurt,Italy,0,0,0
Italy,USSR-ukrán,0.11666666666666667,7,6
USSR-ukrán,Italy,0.125,7,1
Italy,USSR-észt,0.08333333333333333,5,3
USSR-észt,Italy,0.16666666666666666,5,2
Italy,USSR-örmény,0.016666666666666666,1,1
USSR-örmény,Italy,0.0625,1,0
Italy,USSR-üzbég,0,0,0
USSR-üzbég,Italy,0,0,0
Italy,Venezuela,0.016666666666666666,1,1
Venezuela,Italy,0.5,1,0
Italy,Vietnam,0.016666666666666666,1,1
Vietnam,Italy,0.3333333333333333,1,0
Italy,Yugoslavia,0.25,15,9.5
Yugoslavia,Italy,0.1171875,15,5.5
Japan,Japan,NA,NA,NA
Japan,Malaysia,0,0,0
Malaysia,Japan,0,0,0
Japan,Mexico,0,0,0
Mexico,Japan,0,0,0
