city,year_n,nyelv,works
Martin,NA,szlovák,1
Melbourne,1891,angol,0.3333333333333333
Melbourne,1946,angol,0.3333333333333333
Messina,1953,olasz,0.5
Mexico,1951,spanyol,1
Mexico,1964,spanyol,24
Mexico,1968,spanyol,4
Mexico,1975,spanyol,0.5
Michigan,1974,angol,3
Midlothian,1976,angol,28
Milano,1859,olasz,1
Milano,1862,olasz,1
Milano,1863,olasz,2
Milano,1865,olasz,1
Milano,1880,olasz,64
Milano,1881,olasz,1
Milano,1888,olasz,1.5
Milano,1890,olasz,1
Milano,1894,olasz,1
Milano,1899,olasz,1
Milano,1904,olasz,95
Milano,1907,olasz,1
Milano,1908,olasz,0.3333333333333333
Milano,1911,olasz,237
Milano,1912,olasz,1.8333333333333333
Milano,1913,olasz,41.33333333333333
Milano,1914,olasz,1
Milano,1921,olasz,1
Milano,1925,olasz,1
Milano,1926,olasz,2
Milano,1928,olasz,14
Milano,1929,olasz,78.33333333333333
Milano,1930,olasz,5
Milano,1931,olasz,74
Milano,1931,svéd,1
Milano,1932,olasz,11
Milano,1933,olasz,31
Milano,1934,olasz,43
Milano,1935,olasz,11
Milano,1936,olasz,11
Milano,1937,olasz,20
Milano,1938,olasz,112
Milano,1939,olasz,17.5
Milano,1940,olasz,244.5
Milano,1941,olasz,28
Milano,1942,olasz,45
Milano,1943,olasz,45
Milano,1944,olasz,7.5
Milano,1945,olasz,13
Milano,1946,olasz,8
Milano,1947,olasz,7
Milano,1948,olasz,56
Milano,1949,olasz,3
Milano,1951,olasz,7
Milano,1952,olasz,2
Milano,1953,olasz,0.5
Milano,1954,olasz,3
Milano,1955,olasz,1
Milano,1956,olasz,1
Milano,1957,olasz,81
Milano,1958,olasz,15
Milano,1959,olasz,96
Milano,1960,olasz,113
Milano,1961,olasz,2
Milano,1962,olasz,129
Milano,1963,olasz,20
Milano,1964,olasz,140
Milano,1965,olasz,9
Milano,1966,olasz,6
Milano,1967,olasz,1
Milano,1969,olasz,2
Milano,1970,olasz,1
Milano,1972,olasz,128
Milano,1975,olasz,1
Milano,1976,olasz,1
Milano,1978,olasz,37
Milano,NA,olasz,386
"Milford, Conn",1947,angol,8
Minden,1886,német,93
Minden,1891,német,27
Minsk,1932,fehérorosz,1
Minsk,1957,fehérorosz,35
Minsk,1962,fehérorosz,30
Minsk,1970,fehérorosz,69
Miskolc,1887,héber,9
Montpellier,1971,francia,1
Moscow,1851,orosz,0.5
Moscow,1852,orosz,1
Moscow,1855,orosz,1
Moscow,1881,orosz,1
Moscow,1882,orosz,0.5
Moscow,1889,orosz,1
Moscow,1893,orosz,1
Moscow,1895,orosz,2
Moscow,1896,orosz,1
Moscow,1899,orosz,1
Moscow,1902,orosz,1
Moscow,1906,orosz,6
Moscow,1907,orosz,2
Moscow,1908,orosz,3
Moscow,1910,orosz,5
Moscow,1911,orosz,2
Moscow,1913,orosz,1
Moscow,1915,orosz,1
Moscow,1923,orosz,3
Moscow,1925,orosz,95.5
Moscow,1926,orosz,1.5
Moscow,1927,orosz,51
Moscow,1928,orosz,12.5
Moscow,1929,orosz,6.5
Moscow,1930,orosz,16
Moscow,1931,orosz,48
Moscow,1932,orosz,106.5
Moscow,1933,orosz,29
Moscow,1934,német,1.5
Moscow,1934,orosz,30
Moscow,1935,német,0.5
Moscow,1935,orosz,42
Moscow,1936,német,4
Moscow,1936,orosz,52
Moscow,1937,német,1
Moscow,1937,orosz,13
Moscow,1938,német,1
Moscow,1938,orosz,13
Moscow,1939,német,3
Moscow,1939,orosz,17
Moscow,1940,német,1
Moscow,1940,orosz,14.5
Moscow,1941,orosz,19.5
Moscow,1942,orosz,21.5
Moscow,1943,orosz,3
Moscow,1944,orosz,2
Moscow,1945,orosz,5
Moscow,1946,orosz,27
Moscow,1947,orosz,18
Moscow,1948,orosz,239
Moscow,1949,orosz,123.5
Moscow,1950,orosz,16.5
Moscow,1951,orosz,40
Moscow,1952,orosz,1156.5
Moscow,1953,orosz,127.5
Moscow,1954,orosz,44
Moscow,1955,orosz,327
Moscow,1956,orosz,70
Moscow,1957,orosz,54
Moscow,1958,orosz,596
Moscow,1959,orosz,154
Moscow,1960,orosz,528
Moscow,1961,orosz,152
Moscow,1962,orosz,361
Moscow,1963,orosz,228
Moscow,1964,orosz,30
Moscow,1965,orosz,174
Moscow,1966,orosz,63
Moscow,1967,orosz,33
Moscow,1968,orosz,176
Moscow,1969,orosz,217
Moscow,1970,orosz,104
Moscow,1971,orosz,604
Moscow,1972,orosz,227
Moscow,1973,orosz,278
Moscow,1974,orosz,53
Moscow,1975,orosz,184
Moscow,1976,orosz,121
Moscow,1977,orosz,43
Moscow,1978,orosz,1
Moscow,NA,orosz,12
München,1851,német,1
München,1853,német,1
München,1860,német,5
München,1867,német,73
München,1909,német,1
München,1913,német,3
München,1914,német,1
München,1916,német,6
München,1917,német,4
München,1918,német,92
München,1920,német,2
München,1922,német,1
München,1923,német,2
München,1924,német,2
München,1925,német,1
München,1928,német,1
München,1929,német,1
München,1946,német,1
München,1948,német,0.5
München,1952,német,3
München,1954,német,5
München,1956,német,3
München,1957,német,1
München,1959,német,2
München,1961,német,2
München,1962,német,5
München,1963,angol,259
München,1963,német,2
München,1964,német,3.3333333333333335
München,1965,német,73
München,1966,angol,1
München,1966,német,3
München,1967,német,3
München,1970,német,4
München,1971,német,1
München,1972,német,1
München,1974,német,1
München,NA,német,73
Murska Sobota,1962,szlovén,2
Murska Sobota,1962,vend,1
Murska Sobota,1964,szlovén,1
Murska Sobota,1966,szlovén,3
Murska Sobota,1966,vend,2
Murska Sobota,1967,vend,2
Murska Sobota,1968,vend,3
Murska Sobota,1969,szlovén,26
Murska Sobota,1969,vend,2
Murska Sobota,1970,vend,1
Murska Sobota,1971,vend,1
Murska Sobota,1973,vend,2
Murska Sobota,1975,vend,1
Murska Sobota,1976,szlovén,1
Murska Sobota,1977,szlovák,1
Murska Sobota,1977,szlovén,50
Nagykanizsa,1882,német,56
Napoli,1868,olasz,1
Napoli,1888,olasz,0.5
Napoli,1892,olasz,1
Napoli,1911,olasz,237
Napoli,1912,olasz,1.3333333333333333
Napoli,1913,olasz,38.33333333333333
Napoli,1952,olasz,1
Napoli,1968,olasz,1
Nayarit,1967,spanyol,3
Nedvidek-Tabor,1896,cseh,1
New Delhi,1954,angol,2
New Delhi,1955,angol,2
New Delhi,1968,pandzsábi,1
New Delhi,1974,hindi,13
New York,1831,angol,1
New York,1852,angol,25
New York,1874,angol,1
New York,1877,angol,2
New York,1881,angol,82
New York,1884,angol,1
New York,1885,angol,1
New York,1886,angol,1
New York,1887,angol,105
New York,1889,angol,2.5
New York,1889,német,1
New York,1890,német,1
New York,1891,angol,0.5
New York,1892,angol,2
New York,1894,angol,1.5
New York,1895,angol,1
New York,1896,angol,1
New York,1897,angol,3
New York,1898,angol,3
New York,1898,finn,1
New York,1899,angol,242
New York,1899,finn,1
New York,1900,angol,4
New York,1901,angol,1
New York,1902,angol,0.3333333333333333
New York,1902,német,0.6666666666666666
New York,1903,német,0.25
New York,1905,angol,1
New York,1905,német,0.3333333333333333
New York,1908,angol,236
New York,1908,olasz,1
New York,1910,angol,1
New York,1912,angol,141
New York,1913,angol,1
New York,1914,angol,28
New York,1920,angol,3
New York,1921,angol,1
New York,1922,angol,1
New York,1923,angol,1
New York,1924,angol,1
New York,1925,angol,1
New York,1927,angol,2
New York,1928,angol,35
New York,1929,angol,4
New York,1930,angol,26
New York,1931,angol,3
New York,1932,angol,1.5
New York,1933,angol,1
New York,1935,angol,1
New York,1936,angol,1
New York,1937,angol,0.5
New York,1940,német,1
New York,1941,angol,1
New York,1945,angol,3
New York,1946,francia,2
New York,1947,angol,1
New York,1947,francia,1
New York,1948,angol,2
New York,1949,angol,2
New York,1950,angol,19
New York,1952,angol,3
New York,1953,angol,3
New York,1955,angol,1
New York,1956,angol,1
New York,1957,angol,1
New York,1958,angol,1
New York,1963,angol,4
New York,1964,angol,82
New York,1965,angol,2.3333333333333335
New York,1966,angol,1
New York,1967,angol,1
New York,1968,angol,4
New York,1968,német,1
New York,1969,angol,0.3333333333333333
New York,1970,angol,8
New York,1972,angol,81.25
New York,1974,angol,2
New York,1975,angol,1
New York,1977,angol,196.5
New York,NA,angol,9
New York,NA,szlovák,1
Noto,1879,olasz,1
Noto,1881,olasz,2
Noto,1885,olasz,1
Noto,1891,olasz,3
Noto,1904,olasz,3
Noto,1937,olasz,1
Novi Sad,1857,szerb,2
Novi Sad,1860,szerb,2
Novi Sad,1871,szerb,3
Novi Sad,1878,szerb,1
Novi Sad,1882,szerb,42
Novi Sad,1885,szerb,1
Novi Sad,1887,szerb,1
Novi Sad,1890,szerb,1
Novi Sad,1895,szerb,1
Novi Sad,1901,szerb,1
Novi Sad,1906,horvát,1
Novi Sad,1907,szerb,59
Novi Sad,1910,szerb,2
Novi Sad,1917,szerb,1
Novi Sad,1946,szerb,28
Novi Sad,1948,szerb,1
Novi Sad,1951,szerb,2
Novi Sad,1952,szerb,1
Novi Sad,1953,szerb,105
Novi Sad,1954,horvát,1
Novi Sad,1955,horvát,2
Novi Sad,1958,horvát,1
Novi Sad,1958,szerb,1
Novi Sad,1959,horvát,1
Novi Sad,1960,horvát,1
Novi Sad,1960,szerb,1
Novi Sad,1961,horvát,107
Novi Sad,1961,szerb,1
Novi Sad,1961,szerb-horvát,1
Novi Sad,1963,horvát,4
Novi Sad,1964,horvát,20
Novi Sad,1965,horvát,38
Novi Sad,1971,horvát,1
Novi Sad,1972,horvát,1
Novi Sad,1973,szerb,21
Novi Sad,1976,horvát,11
Novi Sad,1976,szerb,40
Novosibirsk,1941,orosz,1
Nürnberg,1852,német,1
Nürnberg,1855,német,1
Nürnberg,1950,német,1
Odessa,1839,orosz,1
Odessa,1890,orosz,1
Olten,1944,német,1
Oradea,1882,román,3
Oradea,1883,román,4
Oradea,1884,román,2
Oradea,1887,román,1
Oradea,1902,román,1
Oradea,1903,román,1
Oradea,1905,román,1
Oradea,1906,román,1
Oradea,1921,román,4
Oradea,1922,román,105
Oradea,1924,román,1
Oradea,1926,román,3
Oradea,1927,román,3
Oradea,1929,román,1
Oradea,1930,román,73
Oradea,1934,román,3
Oradea,1935,román,3
Oradea,1937,román,1
Oradea,1938,román,3
Oradea,1949,román,2
Oran,1949,francia,1
Orăştie,1911,román,2
Orăştie,1912,román,2
Orăştie,1913,román,2
Orăştie,1914,román,2
Orenburg,1959,orosz,1
Osijek,NA,horvát,1
Oslo,1899,norvég,1
Oslo,1933,norvég,2
Oslo,1951,norvég,1
Oslo,1952,norvég,2
Oslo,1959,norvég,1
Oslo,1961,norvég,1
Oslo,1962,norvég,1
Oslo,1973,norvég,31
Oslo,1974,norvég,41
Oslo,1975,norvég,81
Ostrava,1924,cseh,1
Ostrava,1937,német,1
Ostrava,1950,cseh,1
Ostrava,NA,német,0.3333333333333333
Oude,NA,flamand,0.3333333333333333
Oudenbosch,1953,holland,1
Oxford,1966,angol,6
Oxford,NA,angol,1
Padova,1896,olasz,1
Padova,1908,olasz,1.3333333333333333
Padova,1929,olasz,0.3333333333333333
Padova,1937,olasz,3
Padova,NA,olasz,1
Palermo,1911,olasz,237
Palermo,1912,olasz,1.8333333333333333
Palermo,1913,olasz,38.33333333333333
Palermo,1922,olasz,5
Pančevo,1873,szerb,1
Pančevo,1878,szerb,1
Pančevo,1900,német,2
Pančevo,1905,német,1
Pančevo,1908,német,1
Pančevo,NA,német,4
Pančevo,NA,szerb,1
Paris,1808,francia,1
Paris,1813,francia,6
Paris,1850,francia,1
Paris,1856,francia,21
Paris,1857,francia,1
Paris,1860,francia,66.5
Paris,1862,francia,1
Paris,1863,francia,1
Paris,1866,francia,1.5
Paris,1870,francia,1
Paris,1871,francia,203
Paris,1872,francia,68
Paris,1873,francia,94
Paris,1874,francia,0.5
Paris,1875,francia,1
Paris,1876,francia,2
Paris,1877,francia,19
Paris,1880,francia,3
Paris,1881,francia,2
Paris,1884,francia,1
Paris,1885,francia,10
Paris,1886,francia,4
Paris,1887,francia,3
Paris,1889,francia,1
Paris,1890,francia,17
Paris,1891,angol,0.3333333333333333
Paris,1891,francia,78
Paris,1892,francia,1
Paris,1893,francia,1
Paris,1894,francia,2
Paris,1895,francia,4
Paris,1896,francia,231
Paris,1897,francia,6
Paris,1898,francia,88
Paris,1900,francia,21
Paris,1902,francia,1
Paris,1903,francia,1
Paris,1904,francia,1
Paris,1905,francia,1
Paris,1906,eszperantó,1
Paris,1906,francia,1
Paris,1908,francia,1
Paris,1909,francia,1
Paris,1910,francia,7
Paris,1911,francia,2
Paris,1912,francia,3
Paris,1914,francia,1
Paris,1922,francia,6
Paris,1923,francia,47
Paris,1925,angol,1
Paris,1925,francia,9
Paris,1925,német,10
Paris,1926,francia,77
Paris,1927,francia,97
Paris,1928,francia,2
Paris,1929,francia,60
Paris,1930,francia,41
Paris,1931,francia,9
Paris,1933,francia,2
Paris,1935,francia,4
Paris,1935,német,1
Paris,1936,angol,1
Paris,1936,francia,250
Paris,1937,francia,168
Paris,1938,francia,117
Paris,1938,német,1
Paris,1939,francia,1
Paris,1940,francia,19
Paris,1941,francia,61
Paris,1942,francia,2
Paris,1943,francia,2
Paris,1944,francia,7
Paris,1945,francia,8.5
Paris,1946,francia,43
Paris,1947,francia,18
Paris,1948,francia,14
Paris,1949,francia,18
Paris,1950,francia,2
Paris,1951,francia,4
Paris,1952,francia,33
Paris,1953,francia,8
Paris,1954,francia,10
Paris,1955,francia,79
Paris,1956,francia,42
Paris,1957,francia,42
Paris,1958,eszperantó,2
Paris,1958,francia,44
Paris,1959,francia,3
Paris,1959,lengyel,2
Paris,1960,francia,4
Paris,1961,francia,128
Paris,1962,francia,534
Paris,1963,francia,119
Paris,1964,francia,40
Paris,1965,francia,38
Paris,1966,francia,90
Paris,1967,francia,95
Paris,1968,francia,2
Paris,1969,francia,15
Paris,1970,francia,108
Paris,1971,francia,8
Paris,1972,francia,17
Paris,1973,francia,18
Paris,1974,francia,55
Paris,1975,francia,75
Paris,1976,francia,3
Paris,1977,francia,37
Paris,1978,francia,22
Paris,NA,francia,21
Paris,NA,német,0.25
Parma,1962,olasz,147
Parma,1963,olasz,36
Parma,1970,olasz,40
Pécs,1928,német,1
Peking,1930,kínai,2
Peking,1951,kínai,1
Peking,1952,kínai,1
Peking,1953,kínai,9
Peking,1954,kínai,104
Peking,1955,kínai,25
Peking,1956,kínai,7
Peking,1957,kínai,36
Peking,1958,kínai,4
Peking,1959,kínai,42
Peking,1960,kínai,3
Peking,NA,kínai,1
Periam,1901,német,1
Periam,1913,német,2
Periam,1915,német,1
Petroskoi,1954,finn,1
Petrovec,1961,szlovén,1
Philadelphia,1850,angol,2
Philadelphia,1885,angol,42
Philadelphia,1934,angol,1
Philadelphia,NA,angol,1
Piacenza,1881,olasz,1
Pittsburgh,1973,angol,4
Plovdiv,1962,bolgár,1
Plovdiv,1972,bolgár,1
Plzen,1914,cseh,11
Pola,NA,olasz,1
Pori,1889,finn,1
Pori,1898,finn,1
Pori,1902,finn,1
Pori,1916,finn,1
"Portland, OR",1965,angol,1
Porvoo,1884,finn,1
Porvoo,1887,finn,1
Porvoo,1888,finn,2
Porvoo,1890,finn,1
Porvoo,1891,finn,7
Porvoo,1892,finn,27
Porvoo,1901,finn,1
Porvoo,1904,finn,16
Porvoo,1913,finn,1
Porvoo,1916,finn,1
Porvoo,1922,finn,41
Porvoo,1926,finn,214
Porvoo,1927,finn,2
Porvoo,1930,finn,3
Porvoo,1935,finn,1
Porvoo,1937,finn,0.5
Porvoo,1938,finn,1
Porvoo,1943,finn,0.5
Porvoo,1958,finn,1
Porvoo,1961,finn,0.5
Porvoo,1962,finn,0.5
Porvoo,1967,finn,1.5
Porvoo,1973,finn,23
Potsdam,1948,német,1
Potsdam,1949,német,0.5
Potsdam,NA,német,4
Poznań,1879,lengyel,2
Poznań,1883,lengyel,1
Poznań,1885,lengyel,1
Poznań,1925,lengyel,1
Poznań,1928,lengyel,2
Praha,1861,cseh,1
Praha,1866,német,8.5
Praha,1870,cseh,123
Praha,1873,cseh,1
Praha,1876,cseh,1
Praha,1878,cseh,2
Praha,1879,cseh,1
Praha,1881,cseh,2
Praha,1882,cseh,4
Praha,1884,cseh,2
Praha,1885,cseh,3
Praha,1886,cseh,12
Praha,1887,cseh,2
Praha,1888,cseh,2
Praha,1889,cseh,6
Praha,1890,cseh,1
Praha,1891,cseh,4
Praha,1892,cseh,16
Praha,1893,cseh,2
Praha,1894,cseh,7
Praha,1895,cseh,1
Praha,1896,cseh,4
Praha,1897,cseh,1
Praha,1898,cseh,14
Praha,1900,cseh,1
Praha,1901,cseh,3
Praha,1902,cseh,1
Praha,1903,cseh,1
Praha,1904,cseh,1
Praha,1905,cseh,1
Praha,1907,cseh,205
Praha,1910,német,1
Praha,1912,cseh,3
Praha,1913,cseh,3
Praha,1914,cseh,3
Praha,1917,cseh,2
Praha,1918,cseh,1
Praha,1921,cseh,1
Praha,1922,cseh,2
Praha,1922,német,1
Praha,1923,cseh,3
Praha,1924,cseh,3
Praha,1925,cseh,7
Praha,1925,német,1
Praha,1926,cseh,7
Praha,1926,német,6
Praha,1927,cseh,2
Praha,1928,cseh,12
Praha,1931,német,2
Praha,1933,német,4
Praha,1934,német,2
Praha,1935,szlovák,3
Praha,1936,cseh,2
Praha,1936,német,1
Praha,1937,cseh,1
Praha,1938,cseh,1
Praha,1938,német,2
Praha,1938,szlovák,1
Praha,1939,cseh,2
Praha,1941,cseh,2
Praha,1942,cseh,6
Praha,1943,cseh,2
Praha,1946,cseh,1
Praha,1947,cseh,1
Praha,1948,cseh,2
Praha,1949,cseh,7
Praha,1950,cseh,74
Praha,1950,szlovák,2
Praha,1951,cseh,46
Praha,1952,cseh,24
Praha,1953,cseh,199
Praha,1954,cseh,11
Praha,1955,cseh,5
Praha,1955,szlovák,1
Praha,1956,cseh,7
Praha,1956,szlovák,3
Praha,1957,cseh,49
Praha,1958,cseh,48
Praha,1959,cseh,117
Praha,1959,lengyel,1
Praha,1960,cseh,27
Praha,1961,cseh,47
Praha,1962,cseh,16
Praha,1963,cseh,12
Praha,1964,cseh,204
Praha,1965,cseh,67
Praha,1966,cseh,248
Praha,1967,cseh,14
Praha,1968,cseh,6
Praha,1969,cseh,16
Praha,1970,cseh,5
Praha,1971,cseh,2
Praha,1972,cseh,7
Praha,1973,cseh,40
Praha,1973,szlovák,1
Praha,1974,cseh,8
Praha,1976,cseh,44
Praha,NA,cseh,29
Praha,NA,német,38.166666666666664
Praha,NA,szlovák,1.5
Prešov,1880,német,17
Prešov,1907,szlovák,1
Prešov,1909,szlovák,3
Prešov,1910,szlovák,1
Prešov,1911,szlovák,3
Prešov,1912,szlovák,3
Prešov,1913,szlovák,3
Prešov,1914,szlovák,3
Prešov,1915,szlovák,1
Prešov,1916,szlovák,1
Prešov,NA,szlovák,2
Pris,1930,francia,1
Pristina,1967,albán,2
Purmerend,1937,eszperantó,1
Putignano,1970,olasz,81
Quezon City,1966,angol,1
Quezon City,1966,spanyol,2
Ragusa,1901,olasz,33
"Ragusa, Sicilia",1901,olasz,1
Rangun,1960,burmai,1
Rangun,1972,burmai,4
Regensburg,1916,német,0.5
Regensburg,1923,német,2
Reinbek,1960,német,1
Reinbek,1961,német,1
Reinbek,1973,német,2
Reşiţa,1890,német,4
Reşiţa,1896,német,1
Reşiţa,NA,német,1
Reudnitz,1887,német,0.5
Reudnitz,NA,német,0.5
Reutlingen,1906,német,1
Rickmansworth,NA,eszperantó,1
Riga,1908,lett,1
Riga,1911,lett,2
Riga,1954,lett,1
Riga,1956,liv,2
Riga,1959,lett,2
Riga,1965,lett,3
Riga,1966,lett,21
Riga,1967,lett,2
Riga,1970,lett,48
Riga,1971,lett,3
Riga,1973,lett,103
Riga,1974,lett,1
Riga,1976,lett,83
Riga,1977,lett,4
Rijeka,1842,olasz,1
Rijeka,1872,olasz,7
Rijeka,1882,olasz,3
Rijeka,1883,olasz,1
Rijeka,1884,olasz,1
Rijeka,1890,olasz,1
Rijeka,1891,olasz,1
Rijeka,1901,olasz,1
Rijeka,1903,olasz,32
Rijeka,1904,olasz,2
Rijeka,1907,olasz,1
Rijeka,1908,olasz,2
Rijeka,1910,olasz,28
Rijeka,1911,olasz,16
Rijeka,1914,olasz,27
Rijeka,1938,olasz,1
Rijeka,1955,horvát,1
Rijeka,1958,olasz,1
Rijeka,1959,horvát,2
Rijeka,1961,horvát,1
Rio de Janeiro,1934,spanyol,1
Rio de Janeiro,1954,portugál,13
Rio de Janeiro,1957,portugál,1
Rio de Janeiro,1958,portugál,30.333333333333332
Rio de Janeiro,1965,portugál,3
Roma,1883,olasz,1
Roma,1886,olasz,1
Roma,1908,olasz,3
Roma,1913,olasz,1
Roma,1921,olasz,3
Roma,1922,olasz,4
Roma,1923,olasz,1
Roma,1924,olasz,1
Roma,1925,olasz,6
Roma,1926,olasz,1
Roma,1927,olasz,4
Roma,1928,olasz,1
Roma,1929,olasz,5
Roma,1933,olasz,18
Roma,1934,olasz,2
Roma,1935,német,0.3333333333333333
Roma,1936,olasz,78
Roma,1937,olasz,0.3333333333333333
Roma,1938,olasz,4
Roma,1939,olasz,27.5
Roma,1940,olasz,15.5
Roma,1941,olasz,5
Roma,1942,olasz,12
Roma,1943,olasz,3
Roma,1944,olasz,4
Roma,1945,olasz,15
Roma,1946,olasz,3
Roma,1947,olasz,18
Roma,1948,olasz,32
Roma,1951,olasz,1
Roma,1952,olasz,5
Roma,1953,olasz,1
Roma,1954,olasz,1
Roma,1955,olasz,7
Roma,1956,olasz,2
Roma,1964,olasz,82
Roma,1967,olasz,1
Roma,1971,olasz,70
Roma,1973,olasz,1
Roma,1976,olasz,1
Roma,NA,olasz,8
Romagna,1897,olasz,1
Rostov,1910,orosz,2
Rotterdam,1929,holland,1
Rotterdam,1937,eszperantó,104
Rotterdam,1947,eszperantó,1
Rotterdam,NA,holland,2
Ružomberok,1911,szlovák,1
Ružomberok,1912,szlovák,1
Ružomberok,1913,szlovák,1
Ružomberok,1947,szlovák,1
Rzeszów,1887,lengyel,2
s. l,1794,német,1
s. l,1828,olasz,1
s. l,1883,orosz,1
s. l,1884,örmény,1
s. l,1889,holland,2
s. l,1891,cseh,1
s. l,1893,német,1
s. l,1907,észt,1
s. l,1908,szerb,1
s. l,1915,finn,2
s. l,1919,olasz,1
s. l,1926,angol,1
s. l,1935,olasz,1
s. l,1941,arab,5
s. l,1942,olasz,1
s. l,1943,francia,2
s. l,1946,örmény,1
s. l,1952,cseh,1
s. l,1952,grúz,1
s. l,1952,örmény,13
s. l,1953,kínai,9
s. l,1954,arab,1
s. l,1954,cseh,2
s. l,1954,kínai,1
s. l,1955,grúz,4
s. l,1955,koreai,1
s. l,1960,szlovák,1
s. l,1961,grúz,51
s. l,1961,héber,1
s. l,1961,örmény,1
s. l,1963,bengáli,1
s. l,1963,újgörög,2
s. l,1964,héber,3
s. l,1964,örmény,27
s. l,1965,héber,1
s. l,1965,örmény,1
s. l,1966,grúz,1
s. l,1966,héber,11
s. l,1968,örmény,4
s. l,1971,örmény,1
s. l,1972,grúz,1
s. l,1972,örmény,1
s. l,1973,örmény,1
s. l,1977,grúz,1
s. l,NA,finn,2
s. l,NA,grúz,3
s. l,NA,izlandi,2
s. l,NA,jiddis,1
s. l,NA,kínai,9
s. l,NA,koreai,1
s. l,NA,német,2
s. l,NA,örmény,4
s. l,NA,svéd,6
Saarlouis,1920,német,1
Saint Petersburg,1851,orosz,0.5
Saint Petersburg,1869,orosz,1
Saint Petersburg,1872,orosz,1
Saint Petersburg,1873,orosz,33
Saint Petersburg,1875,orosz,42
Saint Petersburg,1876,orosz,1
Saint Petersburg,1881,orosz,3
Saint Petersburg,1882,orosz,8.5
Saint Petersburg,1883,orosz,2
Saint Petersburg,1885,orosz,1
Saint Petersburg,1888,orosz,2
Saint Petersburg,1889,orosz,1
Saint Petersburg,1892,orosz,2
Saint Petersburg,1893,orosz,1
Saint Petersburg,1894,francia,1
Saint Petersburg,1895,orosz,2
Saint Petersburg,1896,orosz,2
Saint Petersburg,1897,orosz,55
Saint Petersburg,1898,orosz,2
Saint Petersburg,1899,orosz,1
Saint Petersburg,1901,orosz,1
Saint Petersburg,1903,orosz,2
Saint Petersburg,1905,orosz,1
Saint Petersburg,1910,orosz,4
Saint Petersburg,1911,orosz,3
Saint Petersburg,1913,orosz,1
Saint Petersburg,1914,orosz,1
Saint Petersburg,1925,orosz,20.5
Saint Petersburg,1926,orosz,2.5
Saint Petersburg,1928,orosz,3.5
Saint Petersburg,1929,orosz,0.5
Saint Petersburg,1930,orosz,2
Saint Petersburg,1931,orosz,3
Saint Petersburg,1932,észt,1
Saint Petersburg,1932,orosz,6.5
Saint Petersburg,1933,orosz,1
Saint Petersburg,1934,német,0.5
Saint Petersburg,1934,orosz,1
Saint Petersburg,1935,német,0.5
Saint Petersburg,1938,orosz,1
Saint Petersburg,1940,orosz,1.5
Saint Petersburg,1941,orosz,0.5
Saint Petersburg,1942,orosz,0.5
Saint Petersburg,1945,orosz,1
Saint Petersburg,1949,orosz,32.5
Saint Petersburg,1950,orosz,0.5
Saint Petersburg,1951,orosz,1
Saint Petersburg,1952,orosz,5.5
Saint Petersburg,1953,orosz,0.5
Saint Petersburg,NA,orosz,1
Salzburg,1948,német,1
Salzburg,1971,német,117
Salzburg,1973,német,1
Salzburg,1974,német,55
San Francisco,1972,angol,0.25
Santalcangelo,1897,olasz,39
Santiago,1954,spanyol,1
Santiago de Chile,1942,német,1
Santiago de Chile,1954,spanyol,1
Sao Paulo,1945,spanyol,1
Sao Paulo,1952,portugál,1
Sao Paulo,1952,spanyol,1
Sao Paulo,1953,spanyol,1
Sao Paulo,1958,portugál,0.3333333333333333
Sarajevo,1955,horvát,2
Sarajevo,1957,horvát,1
Sarajevo,1958,horvát,2
Sarajevo,1958,szlovén,1
Sarajevo,1964,horvát,2
Sarajevo,1972,horvát,61
Satu-Mare,1949,román,2
Seoul,1960,koreai,1
Shanghai,1932,kínai,1
Shanghai,1951,kínai,40
Shanghai,1953,kínai,20
Shanghai,1954,kínai,4
Shanghai,1955,kínai,2
Shanghai,1956,kínai,7
Shanghai,1957,kínai,14
Sibiu,1879,német,3
Sibiu,1890,román,1
Sibiu,1891,német,588
Sibiu,1907,román,5
Sibiu,1908,román,2
Sibiu,1909,román,3
Sibiu,1911,román,3
Sibiu,1912,román,2
Sibiu,1917,román,1
Sibiu,1918,román,1
Sibiu,1921,román,3
Sibiu,1922,román,6
Sibiu,1923,román,4
Sibiu,1928,román,2
Sibiu,1949,román,2
Sicilia,1948,olasz,2
Siena,1948,olasz,2
Sighișoara,1916,német,1
Skalica,1909,szlovák,2
Skopje,1955,makedon,1
Skopje,1957,horvát,1
Skopje,1957,makedon,1
Skopje,1965,macedon,31
Skopje,1966,makedon,1
Skopje,1972,makedón,105
Skopje,1977,makedón,94
Sofija,1823,bolgár,1
Sofija,1918,bolgár,1
Sofija,1919,bolgár,3
Sofija,1922,bolgár,1
Sofija,1923,bolgár,38
Sofija,1927,bolgár,1
Sofija,1929,bolgár,1
Sofija,1930,bolgár,1
Sofija,1933,bolgár,3
Sofija,1934,bolgár,2
Sofija,1935,bolgár,3
Sofija,1936,bolgár,3
Sofija,1938,bolgár,1
Sofija,1940,bolgár,52
Sofija,1941,bolgár,2
Sofija,1942,bolgár,21
Sofija,1943,bolgár,2
Sofija,1944,bolgár,2
Sofija,1945,bolgár,4
Sofija,1946,bolgár,5
Sofija,1947,bolgár,9
Sofija,1948,bolgár,4
Sofija,1949,bolgár,30
Sofija,1950,bolgár,2
Sofija,1951,bolgár,1
Sofija,1952,bolgár,129
Sofija,1952,orosz,1
Sofija,1953,bolgár,70
