id,author,translator,target_title,target_lang,country,year,place,publisher,pagination,orig_lang,editionstat,orig_title,interm_title,isbn,interm_lang,auth_quality,transl_quality
144,"Molnár Ferenc","Leskovac Mladen","Dečaci Pavlove ulice","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1979,Beograd,"Nolit, etc.","199 p. ill.",Hungarian,,"A Pál utcai fiúk",,,,,
145,"Molnár Ferenc","Matijević L.","Junaci Pavlove ulice","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1978,Zagreb,Mladost,"213 p. ill.",Hungarian,"10. izd.","A Pál utcai fiúk",,,,,
146,"Fazekas I. Gyula","Kerner E.","Forensic fetal osteology",English,Hungary,1978,Budapest,"Akadémiai Kiadó","413 p. ill.",Hungarian,,,,,,,
147,"Cseh Károly; Mayer Ottmár; Pap Pál","Nándor Pile; Rotbart Vladislav; Simin Nevena","Izabrani spisi","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1978,"Novi Sad","Muzej socijalističke revolucije Vojvodine","742 p.",Hungarian,,"Vólogatott irások",,,,,
148,"Rožnik Pavle","Szunyog Sándor; Varga József","Lepa Mankica in druge prekmurske pravljice",Slovenian,"Yugoslavia (to 2002)",1978,"Murska Sobota","Pomurska založba","200 p. ill.",Hungarian,,"A szép Mankica és egyéb murántúli mesék",,,,,
149,"Samo Magda","Šalgo Mirković Judita","Jagnje Jova","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1979,"Novi Sad","Zavod za izdavanje udžbenika","36 p. ill.",Hungarian,,,,,,,
150,,,"Erzeugnisse aus Ungarn: Produktion, Forschung und Entwicklung, Vertrieb",German,Hungary,1978,Budapest,Terra,"390 p.",Hungarian,,,,,,,
151,,,"Étude de production des champs d'hydrocarbures et la situation actuelles de la production secondaire et tertiaire de pétrole en Hongrie",French,Hungary,1979,Budapest,Chemokomplex,"17, 9 p.",Hungarian,,,,,,,
152,"Gabos György",,Foundation,English,Hungary,1979,Budapest,MÁFI,"223 p. ill.",Hungarian,,,,,,,
153,"Dán Róbert",,"Accumulated index of Jewish bibliographical periodicals",English,Hungary,1979,Budapest,"Akadémiai Kiadó","276 p.",Hungarian,,,,,,,
154,"Meeting on Industrial Robot, 2. Szeged 1979",,"Kolloquium über Industrie-roboter, 2: lectures",German,Hungary,1979,"Budapest; Budapest","Gépipari Tudományos Egyesület; Méréstechnikai és Automatizálási Tudományos Egyesület","437, 196 p. ill.",Hungarian,,,,,,,
155,,,"Putevoditel' po Muzeju izjaščnyh iskusstv",Russian,Hungary,1979,Budapest,NPI,"88 p. ill.",Hungarian,,"Szépmüvészeti Muzeum",,,,,
156,"Zsámboki László","Darvas Käthe","Die Schemnitzer Gedenkbibliothek: von Miskolc in Ungarn",German,Hungary,1978,Miskolc,"Nehézipari M4uszaki Eguetem","108 p. ill.",Hungarian,,"A Selmeci Müemlékkönyvtár",,,,,
157,"Rácz Ágnes",,"Current Hungarian periodicals on librarianship and information science",English,Hungary,1979,Budapest,"Országos Széchénye Könyvtár, Könyvtártudományi és Módzertani Központ","42 p.",Hungarian,,,,,,,
158,"Rácz Ágnes",,"Bibliografija tekuščih vengerskih periodičeskih izdanij po bibliotekovedeniju i informatike",Russian,Hungary,1979,Budapest,"Országos Széchénye Könyvtár, Könyvtártudományi és Módzertani Központ","46 p.",Hungarian,,,,,,,
159,,,"Issledovanie čtenija v Centre bibliotekovedenija i metodičeskoj raboty: 1968-1977",Russian,Hungary,1978,Budapest,"Országos Széchénye Könyvtár, Könyvtártudományi és Módzertani Központ","111 p.",Hungarian,,,,,,,
160,,,"The Hungarian library law: fundamental regulations",English,Hungary,1979,Budapest,"Országos Széchénye Könyvtár","58 p.",Hungarian,,,,,,,
161,"Balogh Zoltán; Kamarás István",,"Patterns of reading experiences: a sociological approach: 150 fictions in the eyes of Hungarian library users",English,Hungary,1979,Budapest,"Országos Széchénye Könyvtár","35 p.",Hungarian,,,,,,,
162,"Gyáros László","Alexa Maja","Dvadcat' let vyhodit na vengerskom jazyke &quot;Sovetskij sojuz&quot; illustrirovannyj ežemesjačnyj",Russian,Hungary,1978,Budapest,Lapkiadó,"111, 120 p. ill.",Hungarian,,"Huszéves a Szovjetunió képes havi társadalmi és politikai folyóirat magyar nyelvü kiadása",,,,,
163,"Józsa Péter",,"Semiotic studies of Hungarian researchers: a collection of reprints",English,Hungary,1979,Budapest,"Office of the Institute for Culture","198 p.",Hungarian,,,,,,,
164,"Varadi Tibor","Arpad Vecko; Šalgo Judita","Mit i moda: eseji","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1978,Irig,"Srpska čitaonica i knjižnica","145 p.",Hungarian,,,,,,,
165,,,"Narodni kalendar, 1980","Serbo-Croatian (to 1992)",Hungary,1979,Budapest,"Magyarországi Délszlávok Demokratikus Szövetsége","256 p. ill.",Hungarian,,,,,,,
166,,,"Calendarul nostru (1980)",Romanian,Hungary,1979,Budapest,"Magyarországi Románok Demokratikus Szövetsége","202 p. ill.",Hungarian,,,,,,,
167,"Móricz Zsigmond","Peteršič Vlado","Gospodje se zabavajo",Slovenian,"Yugoslavia (to 2002)",1979,"Murska Sobota","Pomurska založba","306 p.",Hungarian,,"Úri muri",,,,,
168,,,"Naš kalendar na rok 1980",Slovak,Hungary,1979,Budapest,"Magyarországi Szlovákok Demokratikus Szövetsége","256 p. ill.",Hungarian,,,,,,,
169,,,"British books in Hungary: 1945-1977",English,Hungary,1979,Budapest,"Magyar Könyvkaidók és Könyvterjesztők Egyesülése","xi, 33 p.",Hungarian,,,,,,,
170,"Kardos István","Kemenes Inez; et al.","Scientists face to face",English,Hungary,1978,Budapest,Corvina,"400 p.",Hungarian,,"A magyar tudomány nagy öregjei: Magyar tudósok és Nobel-dijasok",,,,,
171,"Kardos István","Szántó Tamás; Weichenhain Hanelore","Wissenschaftlicher im Scheinwerferlicht",German,Hungary,1978,Budapest,Corvina,"443 p.",Hungarian,,"A magyar tudomány nagy öregjei: Magyar tudósok és Nobel-dijasok",,,,,
172,,"Ajzatulina-Szilárd Elena; et al.","Mir i čelovek: illjustrirovannaja detskaja enciklopedija",Russian,Hungary,1979,Budapest,Corvina,"383 p. ill.",Hungarian,,"A világ és az ember",,,,,
173,"Köpeczi Béla","Pogány Miklós","Kulturrevolution in Ungarn",German,Hungary,1978,Budapest,Corvina,"404 p. ill.",Hungarian,,"Kulturforradalom Magyarországon",,,,,
174,"Csapodi Csaba; Csapodi Gardonyi Klára","Engl Géza; Pusztai Martha; Schade Engl Henriette","Bibliotheca Corviniana; Die Bibliothek des Königs Matthias Corvinus von Ungarn","Latin; German",Hungary,1978,"Budapest; Budapest","Corvina; Magyar Helikon","334 p. ill.",Hungarian,"2nd ed.",,,,,,
175,"Janka Gyula",,"Miniature prints; Miniatjurnye izdanija; Miniatur Druckerzeugnisse","English; Russian; German",Hungary,1978,Budapest,"Szépirodalmi Kiadó","249 p. ill.",Hungarian,,"Miniatür nyomtatványok",,,,,
176,"Sági Mária; Vitányi Iván",,"The role of creativity in work and in the learning process",English,Hungary,1979,Budapest,"Institute for Culture","107 p.",Hungarian,,,,,,,
177,"Bucsay Mihály",,"Seit 120 Jahren Deutschsprachige Reformierte Gemeinde in Budapest: Ein Blick in ihre Geschichte: 1859-1979",German,Hungary,1979,Budapest,"Református Zsinati Iroda","28 p.",Hungarian,,,,,,,
178,"Lukács József","Vértes-Meller Ágnes","Die Wege der Götter: zur Typologie der Vorgänger des Christentums",German,Hungary,1978,Budapest,"Akadémiai Kiadó","348 p.",Hungarian,,"Istenek utjai",,,,,
179,,"Simon Sándor","Shamanism in Siberia",English,Hungary,1978,Budapest,"Akadémiai Kiadó","532 p. ill.","Hungarian; Russian",,,,,,,
180,"Tóth Käroly",,"Friede in der Bibel",German,Hungary,1979,Budapest,"Presseabteilung der Reformierten Kirche von Ungarn","62 p.",Hungarian,,"Béke a Bibliában",,,,,
181,"Tóth Käroly",,"Paix dans la Bible",French,Hungary,1978,Budapest,"Département de Presses de l'Église Réf. de Hongrie","61 p.",Hungarian,,"Béke a Bibliában",,,,,
182,"Tóth Käroly",,"Peace in the Bible",English,Hungary,1978,Budapest,"Press Department of the Hungarian Ref. Church","60 p.",Hungarian,,"Béke a Bibliában",,,,,
183,"Tóth Käroly",,"The voice of Christians for peace: from the work of the Christian Peace Conference between the 4th All-Christian Peace Assembly in 1971 and the 5th All Christian Peace Assembly in 1978",English,Hungary,1978,Budapest,"Press Department of the Hungarian Reformed Church","208 p.",Hungarian,,,,,,,
184,"Tóth Käroly",,"Seven years of the Christian Peace Conference: report of the General Secretary delivered in the 5th All-Christian Peace Assembly: Prague, 1978; Sieben Jahre der Christlichen Friedenskonferenz: Bericht des Generalsekretärs... Etc","English; German",Hungary,1979,Budapest,"Református Zsinati Iroda","249 p.",Hungarian,"trilingual ed.",,,,,,
185,"Friss István","Ravasz Károly","Essays on economic policy and planning in Hungary",English,Hungary,1978,Budapest,Corvina,"279 p.",Hungarian,,,,,,,
186,"Illyés Gyula","Cushing George F.","People of the Puszta",English,Hungary,1979,Budapest,Corvina,"307 p.",Hungarian,"2nd rev. ed.","Puszták népe",,,,,
187,"Kállai Gyula","Gulyás Gyula","The people's front movement in Hungary",English,Hungary,1979,Budapest,Corvina,"304 p.",Hungarian,,,,,,,
188,"Huszár Tibor","Szente Péter","Contemporary Hungarian society",English,Hungary,1979,Budapest,Corvina,"48 p. ill.",Hungarian,,,,,,,
189,"Huszár Tibor","Schmör Hannelore","Die gegenwärtige ungarische Gesellschaft",German,Hungary,1979,Budapest,Corvina,"56 p. ill.",Hungarian,"2nd ed.",,,,,,
190,"Huszár Tibor","Sipos János","La société hongroise d'aujourd'hui",French,Hungary,1979,Budapest,Corvina,"52 p. ill.",Hungarian,,,,,,,
191,"Huszár Tibor","Bogdanova A.","Sovremennoe vengerskoe obščestvo",Russian,Hungary,1979,Budapest,Corvina,"45 p. ill.",Hungarian,"2nd ed.",,,,,,
192,"Huszár Tibor; Kulcsár Kálmán; Szalai Sándor",,"Hungarian society and marxist sociology in the nineteenseventies",English,Hungary,1978,Budapest,Corvina,"280 p.",Hungarian,,,,,,,
193,"Fél Edit; Hofer Tamás","Gaster Bertha; Kresz Mária","Hungarian folk art",English,Hungary,1979,Budapest,Corvina,"64, 380 p. ill.",Hungarian,,"Magyar népmüvészet",,,,,
194,"Fél Edit; Hofer Tamás","Aksel'rod Svetlana","Narodnoe iskusstvo vengrov",Russian,Hungary,1979,Budapest,Corvina,"57, 380 p. ill.",Hungarian,,"Magyar népmüvészet",,,,,
195,"Fél Edit; Hofer Tamás","Engl Géza; Engl Henriette","Ungarische Volkskunst",German,Hungary,1978,Budapest,Corvina,"72, 190 p. ill.",Hungarian,,"Magyar népmüvészet",,,,,
196,"Aczél György",,"Poder, liberdade, democracia: coleccão de artigos e discursos de dirigentes politicos hungaros: 1974-1977",Portuguese,Hungary,1978,Budapest,Corvina,"235 p.",Hungarian,,,,,,,
197,"Aczél György",,"Poder, libertad, democracia: una collección de escritos y discursos de destacados políticos húngaros: 1974-1977",Spanish,Hungary,1978,Budapest,Corvina,"226 p.",Hungarian,,,,,,,
198,"Aczél György","Martel Aimée","Pouvoir, liberté, démocratie: recueil d'articles et de discours des principaux politiciens hongrois: 1974-1977",French,Hungary,1978,Budapest,Corvina,"234 p.",Hungarian,,,,,,,
199,"Aczél György",,"Power, liberty, democracy: speeches and articles of leading Hungarian politicians: 1974-1977",English,Hungary,1978,Budapest,Corvina,"222 p.",Hungarian,,,,,,,
200,"Bélafalvy Tibor",,"Die dreissigjährige Entwicklung der ungarischen Lebensmittelindustrie",German,Hungary,1979,Budapest,"KOMPLEX: M. Hirdető","91 p. ill.",Hungarian,,,,,,,
201,"Bélafalvy Tibor",,"The Hungarian food industry, thirty years of development",English,Hungary,1979,Budapest,"KOMPLEX: M. Hirdető","92 p. ill.",Hungarian,,,,,,,
202,"Bélafalvy Tibor",,"Razvitie vengerszkoj piščevoj promyšlennosti za tridesjatiletija",Russian,Hungary,1979,Budapest,"KOMPLEX: M. Hirdető","92 p. ill.",Hungarian,,,,,,,
203,"Bélafalvy Tibor",,"Trente ans du développement de l'industrie alimentaire hongroise",French,Hungary,1979,Budapest,"KOMPLEX: M. Hirdető","92 p. ill.",Hungarian,,,,,,,
204,"Bánlaky Pál; et al.",,"Lager jynyh citatelej: éksperiment v oblasti prosveščenija Vengrii",Russian,Hungary,1979,Budapest,Tankönyvkaidó,"115, 16 p. ill.",Hungarian,,Olvasótábor,,,,,
205,"Bánlaky Pál; et al.","Scott Ágnes","Camp for young readers: a Hungarian educational experiment",English,Hungary,1979,Budapest,Tankönyvkaidó,"109, 12 p. ill.",Hungarian,,Olvasótábor,,,,,
206,"Ranschburg Jenó","Kulcsár Tiberiu","Frică, supărare, agresivitate",Romanian,Romania,1979,Bucureşti,"Editura Didactică şi Pedagogică","212 p.",Hungarian,,"Félemem, harag, agresszió",,,,,
207,"Csepely Knorr András; Varga Gyula",,"Položenie melkogo sel'skohozjajstvennogo proizvodstva i e̊konomičeskie voprosy ego razvitija v Vengrii",Russian,Hungary,1978,Budapest,"Agrárgazdasági Kutató Intézet","45, 6 p.",Hungarian,,,,,,,
208,"Haraszti Éva H.","Simon Sándor",Chartism,English,Hungary,1978,Budapest,"Akadémiai Kiadó","276 p.",Hungarian,,,,,,,
209,"Bokorné Szegő Hanna","Simon Sándor","The role of the United Nations in international legislation",English,Hungary,1978,Budapest,"Akadémiai Kiadó","191 p.",Hungarian,,"Az ENSZ helye a nemzetközi jogalkotásban",,,,,
210,"Juhász Gyula","Simon Sándor","Hungarian foreing policy: 1919-1945",English,Hungary,1979,Budapest,"Akadémiai Kiadó","356 p.",Hungarian,,"Magyarország külpolitikája: 1919-1945",,,,,
211,"Ancsel Éva","Boris János","The dilemmas of freedom",English,Hungary,1978,Budapest,"Akadémiai Kiadó","103 p.",Hungarian,,"A szabadság dilemmái",,,,,
212,"Király Tibor","Balázs Kornél","Criminal procedure truth and probability",English,Hungary,1979,Budapest,"Akadémiai Kiadó","207 p.",Hungarian,,,,,,,
213,"Horváth Pál","Kruchina Károly","Vergleichende Rechtsgeschichte: Wissenschsftsgeschichte und Methodik",German,Hungary,1979,Budapest,"Akadémiai Kiadó","368 p.",Hungarian,,,,,,,
214,"Csikós Nagy Béla","Halápy Lili","Towards a new price revolution",English,Hungary,1979,Budapest,"Akadémiai Kiadó","189 p.",Hungarian,,"Uj árforradalom árnyékában",,,,,
215,"Barta Sándor",,"Tridcat'let v podgotovke milicionerov: jubilejnyj sbornik dokumentov",Russian,Hungary,1978,Budapest,Belügyminisztérium,"36, 33 p. ill.",Hungarian,,"Harminc éves a rendőrképzés: Jubileumi dokumentumgyüjtemény",,,,,
216,,,"Budapestskij techničeskij universitet",Russian,Hungary,1978,Budapest,BME,"76 p. ill.",Hungarian,,"Budapesti Müszaki Egyetem",,,,,
217,"Benedek Ferenc",,"Eigentumserwerb an Früchten im römischen Recht",German,Hungary,1979,Pécs,Egyetem,"38 p.",Hungarian,,,,,,,
218,"Ádám Antal",,"L'activité gouvernementale en Hongrie",French,Hungary,1979,Pécs,Egyetem,"32 p.",Hungarian,,,,,,,
219,"Horváth Róbert A.",,"Essays in the history of political arithmetics and smithianism",English,Hungary,1978,Szeged,Egyetem,"79 p.",Hungarian,,,,,,,
220,,,"Eötvös Loránd University",English,Hungary,1979,Budapest,Egyetem,"78 p. ill.",Hungarian,,"Eötvös Loránd Tudományegyetem",,,,,
221,"Bartal Andrea; Pálfalvy Sarolta",,"&quot;The Work-textbook&quot; in the secondary school mathematics teaching",English,Hungary,1979,Budapest,Egyetem,"33 p.",Hungarian,,,,,,,
222,"Kardos Gyula","Aretinskaja Nadežda; Farkas István","Antigona; Antigone","Russian; English",Hungary,1978,Budapest,"Egyetemi Nyomda","120 p. ill.",Hungarian,,Antigoné,,,,,
223,,,"Documentation d'ouvrage et publications des professeurs et chercheurs scientifiques de la Chaire d'éducation des adultes et d'éducation nationale de l'Université Kossuth",French,Hungary,1979,Debrecen,Egyetem,"24 p.",Hungarian,,,,,,,
224,"Eke Pál",,"An economic geographical study of the Nádudvar field growing of plants system",English,Hungary,1979,Debrecen,Egyetem,"24 p.",Hungarian,,,,,,,
225,,,"Informacionnyj material o rabote publikacijah sotrudnikov Kafedry Obrazovanija Varoslyh i KPR universiteta Lajoša Košut",Russian,Hungary,1979,Debrecen,Egyetem,"29 p.",Hungarian,,,,,,,
226,,,"Information über die Arbeit, Mitarbeiter und Publikationen des Lehrstuhls für Erwachsenenbildung und kulturelle Massenarbeit der Kossuth Lajos Universität",German,Hungary,1979,Debrecen,Egyetem,"20 p.",Hungarian,,,,,,,
227,,,"Informations on the teacher's and researchers' work and publications of Adult Education and Culture to the University of Louis Kossuth in Debrecen",English,Hungary,1979,Debrecen,Egyetem,"28 p.",Hungarian,,,,,,,
228,,,"Agrarwissenschaftliche Universität Institut für Berufslehrerbildung",German,Hungary,1979,Gödöllő,GATE,"52 p.",Hungarian,,,,,,,
229,"Magyar Szocialista Munkáspárt. Kongreszszus, II. Budapest, 1975",,"Programdeklaro de la Hungara Socialisma Laborista Partio",Esperanto,Hungary,1978,Budapest,"Magyar Eszperantó Szövetség","41 p.",Hungarian,,,,,,,
230,"Magyar-francia Közmüvelődési Szeminárium, Budapest, 1977","Gabnai Ernő","Séminaire franco-hongrois sur l'éducation populaire",French,Hungary,1979,Budapest,"Népmüvelési InTézet","215 p.",Hungarian,,,,,,,
231,,,"Main results of the 1977 Hungarian fertility, family planning and birth control study TCS-77",English,Hungary,1979,Budapest,"Központi Statisztikai Hivatal","147 p.",Hungarian,,,,,,,
232,"Klotz Claus; Manherz Karl",,"Beiträge zur Volkskunde der Ungarndeutschen",German,Hungary,1979,Budapest,"Tankönyvkaidó; Magyarországi Németek Demokratikus Szövetsége","230 p. ill.",Hungarian,,"A magyarországi németek néprajzához (2)",,,,,
233,"Józsa Péter",,"Études en sociologie de l'art",French,Hungary,1978,Budapest,"Institut de la Culture","85 p.",Hungarian,,"Müvészetszociológiai tanulmányok",,,,,
234,"International Conference of the Socialist Countries Africanist, 5th, Budapest, 1976",,"Economic relations of Afrika with the socialist countries (1) Lectures",English,Hungary,1978,Budapest,"Institut for World Economics of the Hungarian Academy of Sciences","174 p.",Hungarian,,,,,,,
235,,,"The curriculum of mathematics for the grades from 1 to 8 of Hungary's general educating schools",English,Hungary,1979,Budapest,"János Bolyai Society of Mathematics","98 p.",Hungarian,,,,,,,
236,"Meznerics Iván",,"International payments with special regard to monetary systems",English,Hungary,1979,Budapest,"Akadémiai Kiadó","269 p.",Hungarian,,,,,,,
237,"Migrai Jozsef",,"Nastavlenie dlja krasnogo ohrannika: 1919-1979",Russian,Hungary,1979,Budapest,"Upravlenie učeby propagandy Ministerstva vnutrennih del","180 p.",Hungarian,,"A vörös őr kis tankönyve",,,,,
238,"Misi Sándor",,"Household and subsidiary farming in Hungarian agriculture",English,Hungary,1978,Budapest,Agroinform,"54 p. ill.",Hungarian,,,,,,,
239,"Misi Sándor",,"Položenie priusadebnyh i podsobnyh hozjajstv v sel'skom hozjajstve VNR",Russian,Hungary,1978,Budapest,Agroinform,"76 p. ill.",Hungarian,,,,,,,
240,"Nagy László",,"Agrarian reform, cooperative land tenure and leasehold in Hungary",English,Hungary,1979,Budapest,"National Council of Agricultural Co-operatives","31 p.",Hungarian,,,,,,,
241,"Nagy László",,"La reforma agraria en Hungría, las relaciones de propiedad y usufructo de la tierra",Spanish,Hungary,1979,Budapest,"Consejo Nac. de Cooperativas Agricolas","32 p.",Hungarian,,,,,,,
242,"Nagy László",,"La réforme agraire hongroise, la propriété foncière et l'utilisation de terre des coopératives",French,Hungary,1979,Budapest,"Conseil Nat. des Coopératives Agricoles","39 p.",Hungarian,,,,,,,
243,"Nagy Sándor K.",,"Histoire de l'organisation des coopératives agricoles en Hongrie",French,Hungary,1979,Budapest,Agroinform,"46 p.",Hungarian,,,,,,,
244,"Nagy Sándor K.",,"Historia de la organización de las cooperativas agrícolas en Hungría",Spanish,Hungary,1979,Budapest,Agroinform,"43 p.",Hungarian,,,,,,,
245,"Nagy Sándor K.",,"History of the organization of agricultural cooperatives in Hungary",English,Hungary,1979,Budapest,Agroinform,"44 p.",Hungarian,,,,,,,
246,"Neményi Eszter C.; Szendrei-Radnai Julianna; Varga Tamás",,"The curriculum of mathematics: for the grades from 1 to 8 of Hungary's general educating schools",English,Hungary,1979,Budapest,"Bolyai János Matematikai Társulat","98 p. ill.",Hungarian,,,,,,,
