id	author	orig_title	genre	orig_yr	orig_city	targ_lan_n	country	world	targ_title	translator	megjelenes	megjegyzes	city_n	year_n	editionstat	isPartOf	HU-minor	interm_title	interm_lang	is_container	series	db	auth_quality	transl_quality	publisher	pagination	orig_lang	isbn	kotet	city	year	targ_lan
100148	---	Források:				olasz	Hungary	NA	CORVINA Rassegna Italo−Ungherese di Scienze Lettere ed Arti	NA	Roma, 1939.	NA	Budapest	1939	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Budapest	1939	olasz
100149	ADY Endre	Források:				olasz	Italy	NA	LIRICHE	Traduzione di Ginetta Lusetti−Ágnes Tóth	Firenze, 1943. Casa Editrice Marzocco in-16 70 pp.	NA	Firenze	1943	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Firenze	1943	olasz
100151	ADY Endre	Források:				olasz	Hungary	2	POESIE SCELTE	A cura di L. Pálinkás	Budapest, (1947) Bibliotheca in-8 63 pp.	NA	Budapest	1947	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Budapest	1947	olasz
100153	---	Források:				olasz	Italy	1	POESIA IX.	NA	(Milano, 1948) Arnoldo Mondadori in-8	NA	Milano	1948	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Milano	1948	olasz
100154	---	Források:				orosz	USSR (to 1991)	NA	ВЕНГЕРСКАЯ РЕВОЛЮЦИОННАЯ ПОЭЗИЯ − Под редакцией Йогана Матейка	Перевод С. С. Заяицкого	Москва, 1925.	NA	Moscow	1925	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Москва	1925	orosz
100157	---	Források:				orosz	USSR (to 1991)	2	ТРИ ВЕЛИКИХ ВЕНГЕРСКИХ ПОЭТА	Переводы Л. Мартынова	Москва, 1952. Инст. Культ. Связей	NA	Moscow	1952	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Москва	1952	orosz
100158	---	Források:				orosz	USSR (to 1991)	NA	АНТОЛОГИЯ ВЕНГЕРСКОЙ ПОЭЗИИ	Переводы Л. Мартынова, В. Инбер, М. Исаковского и Н. Тихонова	Москва, 1927. Гослитиздат 4°	NA	Moscow	1927	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Москва	1927	orosz
100164	---	Források:				román	Romania	NA	CELE TREI CRIŞURI	NA	Oradea-Mare, 1922.	NA	Oradea	1922	NA	NA		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Oradea-Mare	1922	román
100177	ADY Endre	Források:				román	Romania	NA	SÂNGE ŞI AUR	Tradusă de George A. Petre	Oradea, 1930. Cercului Ziaristilor din Oradea	NA	Oradea	1930	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Oradea	1930	román
100182	---	Források:				román	Romania	NA	PAGINI LITERARE	NA	Turda, 1937. Anul: IV.	NA	Turda	1937	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Turda	1937	román
100186	ADY Endre	Források:				román	Romania	2	TĂLMĂCIRI DIN LIRICA LUI ADY	(Tradusă de) Costa Carei	(Bucureşti, 1945.) Asoc. Romano−Maghiară 8° 2+31 pag.	NA	Bucureşti	1945	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bucureşti	1945	román
100190	---	Források:				román	Romania	2	CULUGERE DIN LIRICA MAGHIARĂ	In versiune româneasca de Emil Giurgiuca	Bucureşti, 1947.	NA	Bucureşti	1947	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bucureşti	1947	román
100191	ADY Endre	Források:				román	Romania	2	ANTOLOGIE	Tradusă de Eugen Jebeleanu, Emil Giurgiuca, Teodor Muraşanu, Avram P. Todor, George A. Petre, Valentin Strava, George Popa, Eric Manu, Costa Carei	Bucureşti, 1948. Editura Casei Scoalelor 8° 238 pag.	cim ellenére csak Ady	Bucureşti	1948	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bucureşti	1948	román
100195	ADY Endre	Források:				román	Romania	2	POEME	Traducere de Eugen Jebeleanu	Bucureşti, 1948. Casa Şcoalelor	NA	Bucureşti	1948	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bucureşti	1948	román
100196	ADY Endre	Források:				román	Romania	2	SCĂPĂRĂTORUL FOCULUI − Versuri	Traducere de G. Georgescu şi V. Herman	Cluj, 1948. Minerva 8° 164 pag.	NA	Cluj-Napoca	1948	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Cluj	1948	román
100197	---	Források:				román	Romania	2	POEME MAGHIARE	Traducere de Eugen Jebeleanu	Bucureşti, 1949. Editura Pentru Literatura şi Arta a uniunii Scriitorilor din R. P. R. 8° 134 pag.	NA	Bucureşti	1949	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bucureşti	1949	román
100199	ADY Endre	Források:				spanyol	Philippines	NA	POESIAS	Trad. al castellano por Pablo László	Manila, 1935. Libraria Manila Filatelica en-8° 40. págs.	NA	Manila	1935	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Manila	1935	spanyol
100200	---	Források:				svéd	Sweden	NA	UNGERSK LYRIK	I Svensk Översättning samlad och försedd med inledning av Béla Leffler	Stockholm, 1922. Utgiven av Ungerska Sällskapet − Fritze Förlag 8:o 159 siden	NA	Stockholm	1922	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Stockholm	1922	svéd
100201	---	Források:				svéd	Sweden	NA	UNGERSK DIKT	Översättning av Cálmán Pándy och Hans-Eric Stenborg	Stockholm, 1944. Ungerska Institutet 8:o	NA	Stockholm	1944	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Stockholm	1944	svéd
100208	ADY Endre	Források:				szlovák	Czechoslovakia (to 1992)	NA	V MLADÝCH SRDCIACH	Preklady Emila Boleslava Lukáča	Bratislava, 1941. Komorná Knižnica 8° 40 str.	NA	Bratislava	1941	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bratislava	1941	szlovák
100209	ADY Endre	Források:				szlovák	Czechoslovakia (to 1992)	NA	V MLADÝCH SRDCIACH	Preklady Emila Boleslava Lukáča	Bratislava, 1943. 8° 48 str. Druhé vydanie	NA	Bratislava	1943	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bratislava	1943	szlovák
100211	---	Források:				szlovák	Czechoslovakia (to 1992)	NA	NA BREHU ČIERNYCH VÔD. Vybor z modernej madarskej lyriky	Uvod Emil Boleslav Lukác, sostavil a poznákami opatril Rezső Szalatnai	Bratislava, 1943. Vydal "Elán" 8°	NA	Bratislava	1943	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bratislava	1943	szlovák
100212	ADY Endre	Források:				szlovák	Slovak Republic (1939-1945)	NA	Z CUDZICH SADOV	Preložil Stefan Krčméry	Liptovsky Sv. Mikuláš, 1944. 8° 150. str.	NA	Liptovský Mikuláš	1944	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Liptovsky Sv. Mikuláš	1944	szlovák
100217	ADY Endre	Források:				szlovák	Czechoslovakia (to 1992)	2	BÁSNE	Preložil Jan Smrek	Bratislava, 1950. Slovenský Spisovatel' 8° 268 str.	NA	Bratislava	1950	NA	-3	pre-Trianon areas plus ethnic minority areas in Croatia	NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bratislava	1950	szlovák
100218	ADY Endre	Források:				tagalog	Philippines	NA	(maláj) POESIAS	Trad. al tagalog por Guillermo Y. Santiago-Cuino	Manila, 1935. Libr. Manila Filatelica en-8° 40. págs.	NA	Manila	1935	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Manila	1935	tagalog
100225	ADY Endre	A bűnök kertjében − A halottak élén				román	Romania	2	IN GRĂDINA PĂCATELOR	Tradusă de George A. Popa	Bucureşti, 1948.	NA	Bucureşti	1948	NA	-3		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Bucureşti	1948	román
102350	AMBRUS Zoltán	Midás király		1906		olasz	Italy	NA	MIDA MODERNO	Versione di R. Larice	Roma, 1913. Societa editrice Soziale Bibl. di "Viaggi e Racconti"	NA	Roma	1913	NA	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Roma	1913	olasz
102352	AMBRUS Zoltán	Őszi napsugár (Első címe: Szeptember)		1897		francia	France	NA	SOLEIL D'AUTOMNE	Traducteur inconnu	Paris, 1910. Ed. Honoré Champion in-8° 232 p. "Bibliotheque Hongroise de la Revue de Hongrie"	NA	Paris	1910	NA	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Paris	1910	francia
102357	---	Források:				portugál	Portugal	NA	ANTOLOGIA DE HUMORISTAS OS MAIS ALEGRES CONTOS HÚNGAROS.	Traduções de Armando Ferreira e András Révész	Lisboa, s. a. Livraria Editora Guimarães & C. a. en-8° 243 págs.	Contos de A. Gábor, A. Kozma, Béla Szenes, Kosztolányi, Herczeg, Molnár Ferenc, Karinthy Fr., Heltai, Mikszáth, K. Koncz, K. Murai, Zilahy, M. Simor, Surányi, Jókai, Tibor Székely, Viktor Rákosi, Ambrus, Szitnyai.\nAUTHOR FIELD IN DEMETER LISTS "ANKA János" -- no trace of the name in the portugese library record.   \nRESOLVE: DATE: ND. \nMOKKA szerint c1941, year_n ez alapjan modositva 1941-re	Lisboa	1941	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	1. Aba−Aradi	Lisboa	NA	portugál
102407	---	Források:				angol	UK	NA	HUNGARIAN POEMS AND FABLES	By E. D. Butler	London, 1877. Trübner & Co. 8-vo	NA	London	1877	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	London	1877	angol
102408	---	Források:				angol	UK	NA	THE LEGEND OF THE WONDROUS HUNT	Translated by E. D. Butler	London, 1881. Trübner & Co. − 8-vo 69 p.	(Hungarian and English Text!!!)	London	1881	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	London	1881	angol
102409	---	Források:				angol	USA	NA	GEMS FROM PETŐFI AND OTHER HUNGARIAN POETS	Translated by William N. Loew	New York, 1881. P. O. Esterházy 8-vo	NA	New York	1881	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	New York	1881	angol
102410	---	Források:				angol	USA	NA	MAGYAR SONGS	Translated by William N. Loew	New York, 1887. Samish and Goldmann 8-vo	NA	New York	1887	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	New York	1887	angol
102411	---	Források:				angol	USA	NA	MAGYAR POETRY − SELECTIONS FROM HUNGARIAN POETS	Translated by William N. Loew	(New York), 1899. Author-Translator's Edit. 8-vo 349. p.	NA	New York	1899	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	New York	1899	angol
102412	---	Források:				angol	USA	NA	MAGYAR POETRY	Translated by William N. Loew	New York, 1908. Amerikai Magyar Népszava 8-vo	NA	New York	1908	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	New York	1908	angol
102414	ARANY János	Források:				angol	USA	NA	TOLDI − TOLDI'S EVE − BALLADS − SELECTED RICS	Translations from the Hungarian by Wm. N. Loew	New York, 1914. The Cooperative Press 8-vo 192. p.	NA	New York	1914	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	New York	1914	angol
102418	ARANY János	Források:				eszperantó	Hungary	NA	HUNGARÁ POEMARO	Esperantigis D-ro P. Fiedler − A. de Marich	Budapest, (1907) Nagy Sándor	NA	Budapest	1907	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Budapest	1907	eszperantó
102419	ARANY János	Források:				finn	Finland	NA	TOLDI	SUOMENTANUT OTTO MANNINNEN	Porvoo, 1927. Söderström 8:o 150 siv.	NA	Porvoo	1927	NA	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Porvoo	1927	finn
102421	---	Források:	vers			francia	Belgium	NA	POÉSIES HONGROISES	Traduit per C. de Harlez	Louvain, 1895. I. B. Istas in-8°	NA	Leuven	1895	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Louvain	1895	francia
102422	---	Források:	vers			francia	France	NA	POÈTES HONGROIS	(Traduit par) Polignac	Paris, 1896. Paul Ollendorff in-8°	NA	Paris	1896	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Paris	1896	francia
102428	---	Források:	vers			francia	France	NA	LES GRANDS POÈTES HONGROIS DU XIX SIÈCLE	Traduit par Eugène Bencze	Paris, (1937) La Renaissance du Livre in-8°	NA	Paris	1937	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Paris	1937	francia
102430	ARANY János	Források:				héber	Hungary	NA	<@>186.844</@>, <&>186.844</&> NEMZETI ÉNEKEK	Fordította Bacher Simon	Pest, 1868. Szerző kiadása 8°	NA	Budapest	1868	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Pest	1868	héber
102431	---	Források:				héber	Austria	NA	HEBRAEISCHE DICHTUNGEN	Übersetzt von Bacher Simon	Wien, 1894. Wilhelm Bacher	NA	Wien	1894	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Wien	1894	héber
102433	ARANY János	Források:				japán	Japan	NA	<@>815.324</@>, <&>815.324</&>	Fordította Imaoka Dauicsiro	Tokió, 1941. 8°	MAGYAR ANTOLÓGIA	Tokyo	1941	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Tokió	1941	japán
102434	ARANY János	Források:				német	Germany	NA	ERZAEHLENDE DICHTUNGEN VON JOHANN ARANY	Aus dem Ungarischen übersetzt von Kertbeny	Leipzig, (1851) Friedrich Ludwig Herbi, 8° 2 Bde (148+186 S.)	NA	Leipzig	1851	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Leipzig	1851	német
102435	ARANY János	Források:				német	Germany	NA	ERZAEHLENDE DICHTUNGEN	Deutsch von Kertbeny	Leipzig, 1852. 8° 2 Bde 320 S.	NA	Leipzig	1852	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Leipzig	1852	német
102436	ARANY János	Források:				német	Germany	NA	ERZAEHLENDE DICHTUNGEN	Deutsch von Kertbeny	Leipzig, 1854. 2. Aufl.	NA	Leipzig	1854	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Leipzig	1854	német
102437	---	Források:				német	Germany, Hungary	NA	ALBUM HUNDERT UNGARISCHER DICHTER	Übertragen von Karl Maria Kertbeny	Dresden−Pesth, 1854. Schaefer-Geibel 16°	ebbol lehet hogy ket kiadas, a masodik datuma ismeretlen. idesorolt manif1-ek atnezendoek. RESOLVE	Dresden−Budapest	1854	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Dresden−Pesth	1854	német
102438	---	Források:				német	Czechia (to 1918)	NA	ALBUM HUNDERT UNGARISCHER DICHTER	Übertragen von Karl Maria Kertbeny	Prag, o. J. Kober und Markgraf 16° 3. Auflage	datum BSB katalogusbol. peldany itt: https://www.digitale-sammlungen.de/en/details/bsb11726684	Praha	1858	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Prag	NA	német
102439	ARANY János	Források:				német	Switzerland	NA	GEDICHTE VON JOHANN ARANY	Nach dem Ungarischen von Karl M. Kertbeny	Genf, 1861. J. W. Frick 16° XIX. + 114 S.	NA	Geneva	1861	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Genf	1861	német
102440	ARANY János	Források:				német	Hungary	NA	UNGARISCHE DICHTUNGEN VON JOHANN ARANY	Deutsch von Adolf Dux	Pest, 1861. Lauffer und Stolp 16° 74 S.	NA	Budapest	1861	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Pest	1861	német
102441	ARANY János	Források:				német	Hungary	NA	GEDICHTE VON JOHANN ARANY	Aus dem Ungarischen von Ludwig Korodi	Kronstadt, 1863. Haberl & Sindel 16° 112 S.	NA	Braşov	1863	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Kronstadt	1863	német
102442	---	Források:				német	Hungary, Germany	NA	UNGARISCHE LYRIKER	Übertragen von Gustav Steinacker	Leipzig−Pesth, (1875) Joh. Ambrosius Barth-Grill'sche Buchhandlung 8°	NA	Budapest−Leipzig	1875	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Leipzig−Pesth	1875	német
102443	---	Források:				német	Germany	NA	PANNONIENS DICHTERHEIM (Handmann)	Übersetzungen von Adolf von der Heide	Stuttgart, 1879. Richter & Kappler 8°	NA	Stuttgart	1879	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Stuttgart	1879	német
102444	ARANY János	Források:				német	Germany	NA	DICHTUNGEN VON JOHANN ARANY	Aus dem Ungarischen übertragen von Andor von Sponer	Leipzig, Verlag von Otto Wigand, 1880.	kiadasi adatok innen: https://www.abebooks.com/Dichtungen-Johann-Arany-Andor-Sponer-Leipzig/31405337905/bd	Leipzig	1880	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	NA	NA	német
102445	ARANY János	Források:				német	Germany	NA	DICHTUNGEN VON JOHANN ARANY	Aus dem Ungarischen übertragen von Andor von Sponer	Leipzig, 1880. Verlag Otto Wigand 8° 189 S.	NA	Leipzig	1880	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Leipzig	1880	német
102446	---	Források:				német	Hungary	NA	BLÜTHEN DER UNGARISCHEN DICHTKUNST	Herausgegeben von Elisa Grail	Budapest, (1890) Verlag und Redaktion der "Havi Füzetek" 16°	NA	Budapest	1890	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Budapest	1890	német
102447	---	Források:				német	Germany	NA	BLÜTHEN DER UNGARISCHEN DICHTKUNST	Elisa Grail, übersetzt von Grail, Aigner, Neugebauer, Sponer, Farkas und and.	Berlin, o. J. Verlag von Karl Siegismund	NA	Berlin	1890	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Berlin	NA	német
102448	---	Források:				német	Germany	NA	UNGARISCHER DICHTERWALD	Übersetzt von Irene Hecht-Cserhalmi	Stuttgart−Leipzig, 1897. Deutsche Verlags-Anstalt 8°	NA	Stuttgart−Leipzig	1897	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Stuttgart−Leipzig	1897	német
102450	ARANY János	Források:				német	Hungary	NA	GEDICHTE VON JOHANN ARANY	Übersetzt von Ludwig Doczi	Budapest, (1903) Manuscript. Eigentum von Frau Ladislaus Arany 4° 104 S.	NA	Budapest	1903	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Budapest	1903	német
102451	ARANY János	Források:				német	Hungary	NA	AUSGEWAEHLTE GEDICHTE	Aus dem Ungarischen übertragen von Adolf Handmann sen.	Kassa, (1908) Adolf Handmann jun, 8° CXXIX+228 S.	NA	Košice	1908	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Kassa	1908	német
102454	---	Források:				német	Hungary	NA	EIN PERLENSTRAUSS UNGARISCHER DICHTUNGEN	Übertragen von Hans Leicht	Budapest, (1939) Kön. Ung. Universitaets-Druckerei 8°	NA	Budapest	1939	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Budapest	1939	német
102456	---	Források:	vers			olasz	Italy	NA	IL LIBRO DELL' AMORE	Traduzione di Marco Antonio Canini	Venezia, 1885. Colombo Coen e Figlio Giovanni Debon in-8°	NA	Venezia	1885	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Venezia	1885	olasz
102458	ARANY János	Toldi		1847	Budapest	olasz	Italy	NA	TOLDI − Novella poetica	Traduzione di Saladino Saladini	Verona, 1909. Baroni pp. 170	NA	Verona	1909	NA	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Verona	1909	olasz
102461	ARANY János	Források:				olasz	Italy	NA	BALLATE	Traduzione di Silvino Gigante	Palermo, 1922. Remo Sandron pp. 109. "Biblioteca dei Popoli"	NA	Palermo	1922	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Palermo	1922	olasz
102462	ARANY János	Források:				olasz	Italy	NA	TOLDI E LA SERA DI TOLDI	Traduzione di Umberto Norsa	Lanciano, (1931) Gino Carabba in-8 pp. 176.	NA	Lanciano	1931	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Lanciano	1931	olasz
102463	---	Források:				olasz	Italy	NA	PALPITI DEL CUORE MAGIARO NELLA SUA LETTERATURA	Oscar Márffy	Torino, (1936) G. B. Paravia in-8	NA	Torino	1936	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Torino	1936	olasz
102466	---	Források:				orosz	Russia	NA	ЧЮММНА О. Н. СТИХОТВОРЕНИЯ 1892/1897	NA	Санкт Петербург, 1897. Гутенберг	NA	Saint Petersburg	1897	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Санкт Петербург	1897	orosz
102467	---	Források:				orosz	Russia	NA	МАДЬЯРСКИЕ ПОЭТЫ	Под редакцией Н. Новича	Санкт Петербург, 1897. Маленькая Антология 14.	NA	Saint Petersburg	1897	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Санкт Петербург	1897	orosz
102472	ARANY János	Toldi		1847	Budapest	szerb	Hungary	NA	ТОЛДИJА ОД JОВАНА АРАН	(Превео) Човаи Jованови	Нови Сад, (1857) Иадане Данила Медаковика 8° 153 Стр.	NA	Novi Sad	1857	NA	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Нови Сад	1857	szerb
102473	---	Források:				szerb	Hungary	NA	ИЗ МАДАРСКОГ ПЕРИВОЈА	(Превео) Благоjе Бранчич	Нови Сад, 1907. Матица Српека 8°	NA	Novi Sad	1907	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Нови Сад	1907	szerb
102474	ARANY János	Toldi		1847	Budapest	szerb	Hungary	NA	ТОЛДИJА J. А.	Превео Зма Jован Jованович	Нови Сад, (1910) Спрека Матица 8° 236 стр.	NA	Novi Sad	1910	NA	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Нови Сад	1910	szerb
102475	ARANY János	Források:				szlovák	Hungary	NA	TOLDI	Preložil S. Bodicky	Budapest, 1886. Kol. Rozsa 8° 79 str.	NA	Budapest	1886	NA	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Budapest	1886	szlovák
102477	---	Források:				szlovák	Hungary	NA	TÓT NYELVRE ÁTTETT HAZAFIAS MAGYAR KÖLTEMÉNYEK	(Preložil) Margocsy József	Losonc, 1914. Kármán Zs. 8°	NA	Lučenec	1914	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Losonc	1914	szlovák
102478	---	Források:				szlovák	Slovak Republic (1939-1945)	NA	PREKLADY Z MAD'ARSKYCH BÁSNIKOV	Preložil Hviezdoslav Turčiansky	Sv. Martin, 1942. Matica Slovenska 8° 71/128 str.	NA	Martin	1942	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Sv. Martin	1942	szlovák
102479	ARANY János	Toldi		1847	Budapest	szlovén	Hungary	NA	TOLDI Versusko propovedavanje	Na vend jezik obr. po Kardos J.	Budapest, 1921. Kókai Lajos	NA	Budapest	1921	NA	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Budapest	1921	vend
102701	ARANY János	Balladák		1880		német	Austria	NA	BALLADEN von Johann Arany	Aus dem Ungarischen Übersetzt von J. Bruck	Wien, 1886. Georg Szelinski 8° 48 S.	(Ágnes asszony = Frau Ágnes, A walesi bárdok = Die waleser Barden, Both bajnok özvegye = Hold Both's Wittwe, Szibinyáni Jank = Jank Szibinyani, V. László = Ladislaus der Fünfte, Bor vitéz = Held Bor, Éjféli párbaj = Naechtlicher Zweikampf, Endre királyfi (Toldi szerelméből) = Prinz Andreas, Rozgonyiné = Frau Rozgonyi.)	Wien	1886	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Wien	1886	német
102702	ARANY János	Balladák		1880		olasz	Hungary	NA	BALLATE	Versione in prosa con pref. e note di Francesco Sirola	Fiume, 1914. E. Mohovich in-8 pp. 55. "Scrittori Ungheresi" No. 1.	(Tartalma versenként feldolgozva)	Rijeka	1914	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Fiume	1914	olasz
102703	ARANY János	Balladák		1880		olasz	Italy	NA	BALLATE	Traduzione di Silvino Gigante	Palermo, 1922. Ed. Remo Sandron pp. 109. "Biblioteca dei Popoli"	(Tartalma versenként csak részben feldolgozva)	Palermo	1922	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Palermo	1922	olasz
102716	ARANY János	Bor vitéz		1855		német	Hungary	NA	RITTER BOR. Ballada von Johann Arany	Nesas Agythyrsorum (Übersetzt von Hugo Meltzl)	Bistritz, (1904) Apud Carolus Csallner 4° 8 S. Gedruckt statt der Handschrift in neun Einzelstücken.	NA	Bistriţa	1904	NA	NA		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Bistritz	1904	német
102717	ARANY János	Bor vitéz		1855		német	Hungary	NA	RITTER BOR	In neuer Verdautschung von Agathyrsus (Meltzl Hugo)	Kolozsvár, 1905. Gibbon, Pfeiffer 4° 14 S.	NA	Cluj-Napoca	1905	NA	NA		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	2.	Kolozsvár	1905	német
